ID,UTC,LAT,LON,NSAT,WIND_DIR_LOWER,WIND_SPD_LOWER,WIND_DIR_UPPER,WIND_SPD_UPPER,STRUCT_ORIENT,PITCH_ANGLE,ROLL_ANGLE,BAT,VOLBAT
1,807175896,435504549,-56684957,6,272.0,0.500,199.0,0.600,194.5,12,27,99.2,4.180
1,807175897,435504894,-56684990,7,272.0,0.500,199.0,0.700,194.1,8,27,99.2,4.180
1,807175898,435505695,-56685191,7,272.0,0.000,199.0,0.600,196.6,10,27,99.2,4.180
1,807175899,435505516,-56684671,7,272.0,0.700,199.0,0.800,194.4,7,30,99.2,4.180
1,807175900,435505505,-56684126,7,272.0,0.700,199.0,0.600,194.7,9,28,99.2,4.180
1,807175901,435505901,-56684157,7,272.0,0.600,199.0,0.600,193.9,8,27,99.2,4.180
1,807175902,435505807,-56684142,7,272.0,0.600,199.0,0.700,194.2,8,27,99.2,4.180
1,807175903,435506257,-56683877,7,272.0,0.600,199.0,0.700,194.9,10,27,99.2,4.180
1,807175904,435506359,-56683644,7,272.0,0.700,199.0,0.700,195.1,9,27,99.2,4.180
1,807175905,435506522,-56683453,7,272.0,0.500,254.0,1.000,196.9,7,26,99.2,4.180
1,807175906,435506237,-56683035,7,283.0,1.200,242.0,1.000,201.2,12,30,99.2,4.180
1,807175907,435506133,-56682963,7,261.0,1.000,262.0,1.200,202.6,9,30,99.2,4.180
1,807175908,435506243,-56682742,7,274.0,1.400,251.0,1.000,207.8,10,27,99.2,4.180
1,807175909,435506619,-56682202,6,nan,nan,263.0,0.900,206.5,8,27,99.2,4.180
1,807175910,435506694,-56681825,7,271.0,1.000,263.0,0.700,206.6,8,26,99.2,4.179
1,807175911,435506937,-56681766,7,267.0,1.000,263.0,0.800,205.5,7,27,99.2,4.179
1,807175912,435507357,-56681554,7,269.0,0.900,263.0,0.700,207.0,10,27,99.2,4.179
1,807175913,435507383,-56681610,6,269.0,0.800,263.0,0.800,207.7,10,28,99.2,4.179
1,807175914,435507640,-56681487,6,269.0,0.700,263.0,0.900,208.8,10,29,99.2,4.179
1,807175915,435507619,-56681267,7,273.0,1.000,256.0,1.100,208.5,9,26,99.2,4.179
1,807175916,435507541,-56680835,6,274.0,0.700,258.0,0.800,206.1,7,26,99.2,4.179
1,807175917,435507773,-56680620,6,274.0,0.800,258.0,0.600,203.1,7,27,99.2,4.179
1,807175918,435508046,-56680678,7,274.0,0.000,258.0,0.500,201.6,10,25,99.2,4.179
1,807175919,435508182,-56680269,7,274.0,0.500,258.0,0.000,199.6,7,26,99.2,4.179
1,807175920,435508269,-56680330,7,274.0,0.000,258.0,0.800,201.5,10,26,99.2,4.179
1,807175921,435508521,-56680063,7,274.0,0.000,258.0,0.000,202.7,12,25,99.2,4.179
1,807175922,435508706,-56679848,7,274.0,0.000,258.0,0.000,200.8,8,28,99.2,4.179
1,807175923,435508889,-56679527,7,274.0,0.000,258.0,0.000,203.2,11,26,99.2,4.179
1,807175924,435509123,-56679404,7,274.0,0.500,258.0,0.500,205.3,10,28,99.2,4.179
1,807175925,435509273,-56679004,7,274.0,0.000,258.0,0.500,207.1,11,26,99.2,4.179
1,807175926,435509359,-56678626,7,274.0,0.600,258.0,0.800,207.9,10,28,99.2,4.179
1,807175927,435509546,-56678366,7,274.0,0.600,nan,nan,209.8,12,27,99.2,4.179
1,807175928,435509581,-56678194,7,274.0,0.700,258.0,0.800,209.6,10,27,99.2,4.179
1,807175929,435509881,-56678036,6,274.0,0.600,264.0,1.100,208.1,7,26,99.2,4.179
1,807175930,435509773,-56677551,6,274.0,0.700,196.0,0.700,206.2,9,26,99.2,4.179
1,807175931,435510165,-56677517,6,274.0,0.800,196.0,0.800,205.0,9,25,99.2,4.179
1,807175932,435510361,-56677469,6,274.0,0.000,196.0,0.700,205.7,10,27,99.2,4.179
1,807175933,435510670,-56677335,6,269.0,1.100,252.0,1.100,202.2,8,29,99.2,4.179
1,807175934,435510596,-56677085,6,255.0,0.600,241.0,0.800,207.9,10,27,99.2,4.179
1,807175935,435511103,-56677132,6,255.0,0.700,241.0,0.900,208.2,10,27,99.2,4.179
1,807175936,435510990,-56676926,6,277.0,1.100,241.0,0.700,208.5,8,26,99.2,4.179
1,807175937,435511298,-56676861,7,255.0,0.700,241.0,0.800,210.5,10,28,99.2,4.179
1,807175938,435511526,-56676735,7,254.0,1.400,243.0,1.300,204.9,7,28,99.2,4.179
1,807175939,435511376,-56676547,7,267.0,1.500,260.0,1.300,209.6,10,26,99.2,4.179
1,807175940,435511790,-56676275,7,285.0,1.600,229.0,1.200,211.8,10,28,99.2,4.179
1,807175941,435512219,-56676108,7,274.0,1.600,278.0,1.600,208.8,7,28,99.2,4.179
1,807175942,435512458,-56675986,7,273.0,1.300,263.0,1.200,212.4,9,26,99.2,4.179
1,807175943,435512773,-56675783,7,273.0,1.500,223.0,1.200,210.9,9,26,99.2,4.179
1,807175944,435512815,-56675610,7,264.0,1.200,266.0,1.400,208.4,7,26,99.2,4.179
1,807175945,435512831,-56675339,7,286.0,1.800,258.0,1.300,208.2,9,27,99.2,4.179
1,807175946,435513052,-56675174,7,290.0,1.700,280.0,1.700,201.6,4,26,99.2,4.179
1,807175947,435512897,-56674914,7,284.0,1.200,287.0,1.100,207.9,9,27,99.2,4.179
1,807175948,435513224,-56674959,7,269.0,1.200,277.0,0.900,209.0,10,27,99.2,4.179
1,807175949,435513379,-56674649,7,268.0,1.300,258.0,1.100,208.1,8,26,99.2,4.179
1,807175950,435513388,-56674325,7,272.0,1.300,257.0,1.500,206.3,9,27,99.2,4.179
1,807175951,435513600,-56674073,7,nan,nan,271.0,1.300,208.4,9,28,99.2,4.179
1,807175952,435513602,-56673761,7,281.0,1.700,275.0,2.300,209.3,7,28,99.2,4.179
1,807175953,435513561,-56673341,7,291.0,2.400,267.0,1.700,211.9,8,28,99.2,4.179
1,807175954,435513752,-56672934,6,283.0,1.700,277.0,2.000,212.0,8,29,99.2,4.179
1,807175955,435514056,-56672619,6,276.0,2.100,293.0,1.000,215.0,6,24,99.2,4.175
1,807175956,435514342,-56672266,7,275.0,1.500,264.0,1.900,217.9,9,27,99.2,4.175
1,807175957,435514937,-56671955,7,277.0,2.100,276.0,2.100,218.3,10,27,99.2,4.175
1,807175958,435515020,-56671511,7,285.0,2.100,267.0,2.200,217.1,8,28,99.2,4.175
1,807175959,435515082,-56671035,7,280.0,2.000,258.0,2.100,216.2,9,28,99.2,4.175
1,807175960,435515319,-56670742,7,272.0,2.000,261.0,1.600,215.2,7,26,99.2,4.175
1,807175961,435515394,-56670595,7,264.0,1.700,269.0,2.200,214.7,8,26,99.2,4.175
1,807175962,435515601,-56670352,7,278.0,2.100,277.0,2.300,213.9,7,27,99.2,4.175
1,807175963,435515346,-56670053,7,276.0,2.300,281.0,2.100,218.8,10,27,99.2,4.175
1,807175964,435515403,-56669787,7,292.0,2.500,277.0,1.700,210.0,5,27,99.2,4.175
1,807175965,435515512,-56669450,7,295.0,1.800,nan,nan,215.4,8,26,99.2,4.175
1,807175966,435515649,-56669176,7,287.0,2.100,277.0,2.100,215.8,7,26,99.2,4.175
1,807175967,435515928,-56668996,7,300.0,2.300,289.0,2.200,210.5,4,29,99.2,4.175
1,807175968,435515953,-56668634,7,289.0,2.000,283.0,2.100,218.7,9,30,99.2,4.175
1,807175969,435515969,-56668541,7,263.0,1.800,259.0,1.000,220.2,8,27,99.2,4.175
1,807175970,435515909,-56668293,6,275.0,2.500,272.0,2.500,220.0,6,26,99.2,4.175
1,807175971,435515859,-56667867,6,274.0,2.300,263.0,2.400,220.7,7,28,99.2,4.175
1,807175972,435516055,-56667523,7,285.0,2.400,274.0,2.400,217.8,5,27,99.2,4.175
1,807175973,435516388,-56667289,7,280.0,2.000,267.0,2.000,220.0,6,27,99.2,4.175
1,807175974,435516486,-56667060,7,278.0,2.200,275.0,2.100,222.7,8,27,99.2,4.175
1,807175975,435516552,-56666835,7,278.0,2.000,275.0,2.400,222.6,6,28,99.2,4.175
1,807175976,435516363,-56666441,7,267.0,2.000,284.0,1.900,217.0,2,29,99.2,4.175
1,807175977,435516433,-56666186,7,287.0,2.600,283.0,1.900,217.6,3,25,99.2,4.175
1,807175978,435516473,-56665966,7,287.0,1.900,274.0,1.900,221.5,7,27,99.2,4.175
1,807175979,435516405,-56665786,7,285.0,2.200,264.0,1.900,223.5,7,27,99.2,4.175
1,807175980,435516275,-56665496,7,275.0,1.600,263.0,1.800,223.1,7,26,99.2,4.175
1,807175981,435516572,-56665237,7,274.0,1.700,265.0,1.700,221.9,6,27,99.2,4.175
1,807175982,435516622,-56664957,7,281.0,2.100,277.0,2.200,221.4,6,27,99.2,4.175
1,807175983,435516871,-56664696,7,278.0,1.500,264.0,1.500,222.7,7,28,99.2,4.175
1,807175984,435516762,-56664320,7,280.0,1.900,263.0,1.400,222.3,8,26,99.2,4.175
1,807175985,435516963,-56664016,7,278.0,2.100,276.0,2.000,219.4,6,28,99.2,4.175
1,807175986,435517434,-56663776,7,265.0,1.600,265.0,1.400,225.0,9,26,99.2,4.175
1,807175987,435517902,-56663761,7,275.0,1.800,256.0,1.700,219.6,8,27,99.2,4.175
1,807175988,435517767,-56663393,7,264.0,1.600,261.0,1.500,218.2,7,26,99.2,4.175
1,807175989,435517968,-56663124,7,274.0,2.100,268.0,2.100,217.5,7,28,99.2,4.175
1,807175990,435518043,-56662927,7,274.0,1.900,263.0,1.700,219.1,8,27,99.2,4.175
1,807175991,435518246,-56662670,7,293.0,2.200,278.0,2.000,215.2,8,27,99.2,4.175
1,807175992,435518357,-56662508,7,268.0,0.700,266.0,1.100,216.5,7,30,99.2,4.175
1,807175993,435518281,-56661975,7,284.0,1.600,269.0,1.200,223.0,12,28,99.2,4.175
1,807175994,435518411,-56661680,7,269.0,1.500,269.0,1.700,214.8,5,26,99.2,4.175
1,807175995,435518445,-56661449,7,nan,nan,277.0,1.700,222.3,9,27,99.2,4.175
1,807175996,435518828,-56661352,7,273.0,2.500,268.0,2.200,221.0,7,29,99.2,4.175
1,807175997,435519161,-56661126,7,277.0,2.300,252.0,1.700,222.9,7,29,99.2,4.175
1,807175998,435519135,-56660913,7,259.0,1.700,269.0,2.300,221.7,6,24,99.2,4.175
1,807175999,435519499,-56660586,7,278.0,2.500,269.0,2.200,219.7,3,25,99.2,4.175
1,807176000,435519471,-56660184,7,277.0,1.900,254.0,1.700,227.3,8,27,99.2,4.181
1,807176001,435519661,-56659892,7,273.0,1.600,nan,nan,226.8,9,27,99.2,4.181
1,807176002,435519573,-56659689,7,280.0,1.800,249.0,1.700,225.2,8,25,99.2,4.181
1,807176003,435519624,-56659519,5,274.0,1.300,262.0,1.400,223.3,7,27,99.2,4.181
1,807176004,435519706,-56659116,5,253.0,1.000,236.0,1.100,221.9,10,28,99.2,4.181
1,807176005,435519794,-56658802,6,257.0,1.300,245.0,1.400,222.1,8,26,99.2,4.181
1,807176006,435519591,-56658464,6,274.0,1.600,264.0,1.600,221.6,6,28,99.2,4.181
1,807176007,435519642,-56658147,6,269.0,0.800,250.0,1.000,222.9,9,27,99.2,4.181
1,807176008,435519877,-56657937,6,258.0,1.100,242.0,1.200,220.0,7,26,99.2,4.181
1,807176009,435519939,-56657807,7,269.0,1.200,239.0,1.100,220.2,8,26,99.2,4.181
1,807176010,435520011,-56657116,7,265.0,1.300,254.0,1.400,221.5,8,27,99.2,4.181
1,807176011,435520026,-56656944,7,281.0,2.400,278.0,2.100,216.3,7,28,99.2,4.181
1,807176012,435519705,-56656601,7,296.0,1.800,286.0,1.600,222.2,8,29,99.2,4.181
1,807176013,435519996,-56656386,7,271.0,1.700,264.0,1.600,229.8,9,28,99.2,4.181
1,807176014,435520420,-56656220,7,294.0,3.100,289.0,2.600,228.6,6,27,99.2,4.181
1,807176015,435520527,-56655987,7,298.0,2.600,290.0,2.300,230.1,6,28,99.2,4.181
1,807176016,435520511,-56655663,6,296.0,2.200,290.0,2.100,231.1,10,29,99.2,4.181
1,807176017,435520514,-56655356,6,282.0,1.900,279.0,1.600,229.8,7,26,99.2,4.181
1,807176018,435520611,-56655054,7,283.0,2.400,275.0,2.100,229.4,6,24,99.2,4.181
1,807176019,435520678,-56655026,7,278.0,1.400,278.0,1.700,227.7,7,28,99.2,4.181
1,807176020,435520987,-56654715,7,287.0,2.300,282.0,1.900,224.3,7,27,99.2,4.181
1,807176021,435521420,-56654627,7,300.0,2.400,298.0,1.900,226.3,10,25,99.2,4.181
1,807176022,435521714,-56654395,7,282.0,1.800,274.0,1.800,227.7,8,31,99.2,4.181
1,807176023,435521714,-56654395,7,nan,nan,267.0,1.900,0.0,0,0,0.0,nan
1,807176024,435522385,-56654157,6,283.0,2.200,281.0,1.600,233.9,8,27,99.2,4.181
1,807176025,435522708,-56653918,6,292.0,2.000,267.0,1.200,233.1,8,27,99.2,4.181
1,807176026,435522973,-56653611,7,277.0,1.300,280.0,1.400,230.9,9,26,99.2,4.181
1,807176027,435523140,-56653347,6,280.0,1.600,283.0,1.700,228.1,8,26,99.2,4.181
1,807176028,435523170,-56653292,5,290.0,1.700,282.0,1.200,226.5,7,26,99.2,4.181
1,807176029,435523222,-56653111,6,293.0,1.500,267.0,0.900,228.1,8,27,99.2,4.181
1,807176030,435523195,-56652878,6,268.0,0.900,249.0,1.400,228.6,10,29,99.2,4.181
1,807176031,435523340,-56652544,7,280.0,1.400,287.0,2.700,228.8,8,28,99.2,4.181
1,807176032,435523137,-56652161,7,296.0,3.100,296.0,2.400,226.8,5,26,99.2,4.181
1,807176033,435522935,-56651753,7,302.0,2.700,262.0,1.500,230.1,9,28,99.2,4.181
1,807176034,435523266,-56651350,7,274.0,1.600,282.0,1.900,227.2,7,27,99.2,4.181
1,807176035,435523334,-56651022,7,291.0,2.100,281.0,1.800,227.3,5,24,99.2,4.181
1,807176036,435523306,-56650737,7,293.0,2.100,nan,nan,228.1,7,27,99.2,4.181
1,807176037,435523164,-56650524,7,286.0,1.700,281.0,1.600,226.3,8,28,99.2,4.181
1,807176038,435523456,-56650285,7,306.0,2.500,297.0,2.200,225.6,6,28,99.2,4.181
1,807176039,435523382,-56650064,7,299.0,1.300,289.0,1.100,232.4,10,28,99.2,4.181
1,807176040,435523466,-56649500,7,289.0,0.900,270.0,0.800,232.9,10,25,99.2,4.181
1,807176041,435523434,-56649247,7,279.0,1.300,251.0,1.300,232.9,9,26,99.2,4.181
1,807176042,435523332,-56648912,7,290.0,2.300,273.0,2.200,230.7,9,27,99.2,4.181
1,807176043,435522931,-56648372,7,291.0,1.900,283.0,1.800,228.9,8,29,99.2,4.181
1,807176044,435523110,-56648099,7,286.0,2.300,280.0,2.100,227.6,7,26,99.2,4.181
1,807176045,435523048,-56647961,7,281.0,1.500,266.0,1.500,225.4,7,26,99.2,4.180
1,807176046,435523273,-56647874,7,293.0,1.800,283.0,1.600,223.7,7,26,99.2,4.180
1,807176047,435523408,-56647696,7,286.0,1.400,277.0,1.200,221.6,6,27,99.2,4.180
1,807176048,435523829,-56647423,7,278.0,0.900,267.0,1.000,221.3,10,27,99.2,4.180
1,807176049,435523957,-56647243,7,298.0,2.100,286.0,1.700,218.0,7,27,99.2,4.180
1,807176050,435523914,-56646944,7,304.0,2.400,296.0,2.100,223.7,9,27,99.2,4.180
1,807176051,435524195,-56646755,7,298.0,1.600,283.0,1.600,224.3,10,30,99.2,4.180
1,807176052,435524403,-56646523,7,300.0,2.100,289.0,1.500,222.1,8,26,99.2,4.180
1,807176053,435524683,-56646201,7,314.0,1.700,302.0,1.500,227.5,7,26,99.2,4.180
1,807176054,435524625,-56645814,7,305.0,1.700,285.0,1.600,230.9,10,29,99.2,4.180
1,807176055,435524767,-56645589,7,301.0,1.700,288.0,1.500,231.4,10,27,99.2,4.180
1,807176056,435524956,-56645301,7,305.0,1.700,290.0,1.600,229.5,8,26,99.2,4.180
1,807176057,435524963,-56644970,7,308.0,1.800,296.0,1.500,229.1,8,27,99.2,4.180
1,807176058,435525085,-56644795,7,318.0,1.300,308.0,1.200,228.2,9,28,99.2,4.180
1,807176059,435525074,-56644343,7,308.0,1.200,295.0,1.000,227.1,8,25,99.2,4.180
1,807176060,435525360,-56643926,7,300.0,1.200,288.0,1.200,228.2,9,26,99.2,4.180
1,807176061,435525559,-56643703,7,292.0,1.600,276.0,1.600,228.2,9,28,99.2,4.180
1,807176062,435525442,-56643393,7,281.0,1.800,275.0,1.700,228.9,8,28,99.2,4.180
1,807176063,435525413,-56643032,7,304.0,2.000,284.0,1.800,227.5,9,27,99.2,4.180
1,807176064,435525568,-56642847,7,294.0,1.300,282.0,1.400,227.5,9,27,99.2,4.180
1,807176065,435525588,-56642546,7,302.0,2.400,295.0,2.200,229.7,9,27,99.2,4.180
1,807176066,435525668,-56641883,7,300.0,2.200,300.0,1.800,228.4,6,27,99.2,4.180
1,807176067,435525632,-56641377,7,290.0,2.000,280.0,1.700,233.2,10,28,99.2,4.180
1,807176068,435525341,-56640947,6,297.0,2.700,286.0,2.500,234.7,9,27,99.2,4.180
1,807176069,435525275,-56640557,5,294.0,2.400,283.0,2.000,234.2,6,26,99.2,4.180
1,807176070,435525509,-56640398,6,297.0,2.800,289.0,2.600,234.5,9,29,99.2,4.180
1,807176071,435525491,-56639972,6,308.0,3.100,299.0,2.700,229.8,6,28,99.2,4.180
1,807176072,435525739,-56639711,6,292.0,1.500,281.0,1.400,233.6,6,28,99.2,4.180
1,807176073,435525779,-56639322,6,293.0,2.300,285.0,2.000,242.0,12,28,99.2,4.180
1,807176074,435525811,-56638948,5,293.0,2.300,287.0,1.900,236.3,5,24,99.2,4.180
1,807176075,435525883,-56638677,6,nan,nan,268.0,1.500,232.8,6,25,99.2,4.180
1,807176076,435525768,-56638347,7,284.0,1.600,nan,nan,232.4,10,29,99.2,4.180
1,807176077,435525959,-56638131,7,276.0,1.800,270.0,1.800,232.9,9,25,99.2,4.180
1,807176078,435526136,-56637931,7,280.0,1.800,279.0,1.800,232.0,7,27,99.2,4.180
1,807176079,435526192,-56637609,6,283.0,1.400,281.0,1.400,232.7,10,28,99.2,4.180
1,807176080,435526273,-56637368,6,282.0,1.900,280.0,2.100,235.1,10,28,99.2,4.180
1,807176081,435526525,-56636851,7,289.0,2.900,278.0,2.600,234.3,8,29,99.2,4.180
1,807176082,435526395,-56636547,5,281.0,2.400,262.0,1.500,239.7,10,27,99.2,4.180
1,807176083,435526561,-56636169,4,287.0,2.600,277.0,2.600,231.1,4,26,99.2,4.180
1,807176084,435526387,-56635852,5,288.0,2.100,280.0,2.100,231.5,7,26,99.2,4.180
1,807176085,435526078,-56635799,7,291.0,2.400,279.0,2.100,228.4,6,27,99.2,4.180
1,807176086,435526147,-56635464,7,278.0,1.700,278.0,1.900,230.8,8,27,99.2,4.180
1,807176087,435526363,-56635126,7,294.0,2.500,290.0,2.300,227.6,5,27,99.2,4.180
1,807176088,435526538,-56634785,6,297.0,2.100,283.0,1.600,237.9,10,28,99.2,4.180
1,807176089,435526627,-56634482,6,284.0,2.200,277.0,2.200,237.5,9,30,99.2,4.176
1,807176090,435526921,-56634231,6,298.0,2.400,278.0,1.800,236.3,4,26,99.2,4.176
1,807176091,435527178,-56634058,6,296.0,2.500,288.0,2.400,236.5,7,27,99.2,4.176
1,807176092,435527285,-56634064,6,299.0,2.700,293.0,2.200,234.8,7,28,99.2,4.176
1,807176093,435527427,-56633696,6,284.0,1.900,281.0,1.600,239.1,9,28,99.2,4.176
1,807176094,435527396,-56633639,6,280.0,1.400,270.0,1.500,237.7,9,27,99.2,4.176
1,807176095,435527331,-56633505,6,281.0,1.900,275.0,2.100,235.9,5,24,99.2,4.176
1,807176096,435527422,-56633190,6,292.0,2.200,279.0,1.900,235.6,7,27,99.2,4.176
1,807176097,435527309,-56632901,6,283.0,2.600,279.0,2.600,232.1,9,30,99.2,4.176
1,807176098,435527244,-56632464,7,287.0,2.600,277.0,2.300,229.3,4,27,99.2,4.176
1,807176099,435527065,-56632276,6,287.0,2.900,277.0,2.900,241.5,10,29,99.2,4.176
1,807176100,435527114,-56632116,6,290.0,3.100,282.0,2.800,239.2,6,27,99.2,4.176
1,807176101,435527151,-56631856,6,283.0,2.100,279.0,1.800,239.9,7,28,99.2,4.176
1,807176102,435527095,-56631601,6,276.0,2.400,274.0,2.400,243.3,9,27,99.2,4.176
1,807176103,435527049,-56631290,7,291.0,2.900,282.0,2.400,238.4,3,25,99.2,4.176
1,807176104,435527151,-56630891,7,295.0,3.100,283.0,2.800,239.0,8,28,99.2,4.176
1,807176105,435527153,-56630371,6,286.0,3.000,281.0,2.100,235.1,6,30,99.2,4.176
1,807176106,435527259,-56629942,6,281.0,2.400,274.0,2.700,243.8,8,27,99.2,4.176
1,807176107,435527448,-56629609,6,283.0,3.100,281.0,2.800,244.3,6,26,99.2,4.176
1,807176108,435527521,-56629362,5,288.0,3.100,275.0,3.200,243.0,7,27,99.2,4.176
1,807176109,435527419,-56629019,6,295.0,3.100,278.0,2.500,236.4,6,29,99.2,4.176
1,807176110,435527491,-56628819,6,303.0,3.200,297.0,3.000,237.8,7,29,99.2,4.176
1,807176111,435527249,-56628376,6,303.0,2.800,287.0,2.200,235.9,3,26,99.2,4.176
1,807176112,435527010,-56627892,6,280.0,2.300,277.0,1.700,243.4,8,27,99.2,4.176
1,807176113,435526922,-56627968,7,293.0,3.200,291.0,2.900,243.1,8,27,99.2,4.176
1,807176114,435526992,-56627779,6,308.0,2.500,283.0,2.100,235.8,5,27,99.2,4.176
1,807176115,435526973,-56627235,6,292.0,2.600,281.0,2.200,241.5,7,30,99.2,4.176
1,807176116,435526999,-56626768,5,nan,nan,nan,nan,244.4,8,29,99.2,4.176
1,807176117,435526987,-56626369,5,281.0,2.300,278.0,2.600,245.6,7,28,99.2,4.176
1,807176118,435527186,-56626103,5,288.0,2.800,282.0,2.700,244.3,6,27,99.2,4.176
1,807176119,435527116,-56625784,5,285.0,3.400,283.0,2.900,240.5,5,27,99.2,4.176
1,807176120,435526865,-56625092,7,300.0,2.600,281.0,1.800,243.9,8,27,99.2,4.176
1,807176121,435526959,-56624953,6,284.0,1.900,274.0,1.900,240.8,6,26,99.2,4.176
1,807176122,435526988,-56624665,4,289.0,2.300,286.0,2.500,237.1,6,25,99.2,4.176
1,807176123,435527228,-56624555,6,304.0,3.400,299.0,2.500,233.6,4,26,99.2,4.176
1,807176124,435527184,-56624523,6,305.0,2.200,303.0,1.600,235.1,9,29,99.2,4.176
1,807176125,435527357,-56623963,7,308.0,2.000,299.0,1.500,234.4,7,26,99.2,4.176
1,807176126,435527428,-56623632,7,298.0,2.200,288.0,2.000,233.8,6,26,99.2,4.176
1,807176127,435527823,-56623567,6,297.0,2.200,281.0,1.700,233.8,7,27,99.2,4.176
1,807176128,435528114,-56623253,6,281.0,1.700,271.0,1.400,235.4,8,31,99.2,4.176
1,807176129,435528114,-56623253,6,300.0,2.300,nan,nan,0.0,0,0,0.0,nan
1,807176130,435527978,-56622593,5,299.0,2.500,289.0,2.100,242.2,8,29,99.2,4.176
1,807176131,435527988,-56622393,5,295.0,3.300,290.0,2.700,242.6,7,28,99.2,4.176
1,807176132,435527851,-56622098,6,298.0,2.900,290.0,2.800,241.7,7,28,99.2,4.176
1,807176133,435527729,-56621810,6,280.0,2.500,283.0,2.400,241.9,8,27,99.2,4.176
1,807176134,435527663,-56621632,5,277.0,1.800,269.0,2.000,239.5,6,24,99.2,4.177
1,807176135,435527690,-56621449,7,283.0,2.000,281.0,1.600,236.3,6,26,99.2,4.177
1,807176136,435527677,-56621266,7,294.0,2.800,276.0,2.100,238.1,8,26,99.2,4.177
1,807176137,435527657,-56621041,6,296.0,2.900,285.0,2.500,233.1,5,29,99.2,4.177
1,807176138,435527744,-56620717,5,294.0,2.900,291.0,2.500,242.0,9,30,99.2,4.177
1,807176139,435527718,-56620349,7,286.0,3.000,283.0,2.800,242.1,6,29,99.2,4.177
1,807176140,435527797,-56620167,7,285.0,2.400,276.0,2.800,250.6,9,28,99.2,4.177
1,807176141,435527876,-56620088,6,287.0,2.900,276.0,2.500,249.6,6,26,99.2,4.177
1,807176142,435528009,-56619706,6,285.0,2.600,277.0,2.400,245.2,7,28,99.2,4.177
1,807176143,435528363,-56619587,7,296.0,3.000,283.0,3.000,240.1,5,26,99.2,4.177
1,807176144,435528450,-56619394,7,294.0,2.500,285.0,2.400,238.5,6,26,99.2,4.177
1,807176145,435528417,-56619207,7,294.0,2.400,278.0,2.200,237.0,5,27,99.2,4.177
1,807176146,435528399,-56618964,6,297.0,2.600,289.0,2.600,240.4,6,29,99.2,4.177
1,807176147,435528654,-56618904,6,294.0,3.000,286.0,2.300,244.6,8,30,99.2,4.177
1,807176148,435528766,-56618857,6,294.0,3.000,285.0,2.800,244.6,5,27,99.2,4.177
1,807176149,435528509,-56618542,6,293.0,3.400,282.0,2.900,248.4,8,28,99.2,4.177
1,807176150,435528549,-56618376,6,299.0,3.100,289.0,3.000,244.9,4,28,99.2,4.177
1,807176151,435528279,-56618342,6,291.0,2.200,287.0,2.600,248.1,7,28,99.2,4.177
1,807176152,435528235,-56617546,6,289.0,2.100,280.0,1.500,251.2,8,29,99.2,4.177
1,807176153,435528126,-56617023,5,288.0,2.400,273.0,1.300,253.0,8,26,99.2,4.177
1,807176154,435528429,-56616796,6,nan,nan,278.0,2.500,251.0,6,26,99.2,4.177
1,807176155,435528537,-56616338,7,293.0,2.100,277.0,1.700,247.8,11,29,99.2,4.177
1,807176156,435528788,-56615983,7,294.0,2.100,288.0,2.200,241.6,7,27,99.2,4.177
1,807176157,435529131,-56615874,6,300.0,1.900,286.0,1.300,243.5,7,28,99.2,4.177
1,807176158,435529379,-56615855,6,286.0,1.400,261.0,0.900,250.7,12,27,99.2,4.177
1,807176159,435529500,-56615615,7,279.0,2.200,275.0,2.600,244.2,8,26,99.2,4.177
1,807176160,435529592,-56615239,6,285.0,2.400,276.0,2.500,239.8,8,30,99.2,4.177
1,807176161,435529462,-56614855,6,283.0,2.600,278.0,2.200,244.7,10,31,99.2,4.177
1,807176162,435529406,-56614600,6,287.0,2.600,282.0,2.400,250.5,9,30,99.2,4.177
1,807176163,435529276,-56614240,6,288.0,2.500,278.0,2.200,252.4,8,29,99.2,4.177
1,807176164,435529425,-56613909,7,285.0,2.100,262.0,1.700,258.2,10,28,99.2,4.177
1,807176165,435529741,-56613733,6,269.0,1.700,279.0,1.500,256.4,9,27,99.2,4.177
1,807176166,435529784,-56613602,6,280.0,2.000,274.0,2.100,251.7,8,26,99.2,4.177
1,807176167,435529825,-56613171,6,282.0,2.700,277.0,2.300,247.8,7,25,99.2,4.177
1,807176168,435530003,-56613195,6,280.0,1.900,275.0,1.700,244.1,9,28,99.2,4.177
1,807176169,435529762,-56612940,7,285.0,2.400,246.0,1.200,242.2,8,26,99.2,4.177
1,807176170,435529493,-56612424,7,288.0,1.500,289.0,1.800,239.8,9,27,99.2,4.177
1,807176171,435529565,-56612210,7,300.0,1.700,286.0,1.300,234.9,7,26,99.2,4.177
1,807176172,435529645,-56611897,7,293.0,1.500,279.0,1.500,231.2,8,28,99.2,4.177
1,807176173,435529686,-56611604,6,300.0,2.000,278.0,1.700,232.7,9,27,99.2,4.177
1,807176174,435529940,-56611465,6,289.0,1.600,nan,nan,238.1,12,30,99.2,4.177
1,807176175,435530043,-56611255,6,293.0,2.300,279.0,2.000,227.6,4,27,99.2,4.177
1,807176176,435530380,-56611137,6,283.0,1.900,286.0,1.800,230.1,5,26,99.2,4.177
1,807176177,435530229,-56610561,7,284.0,2.100,234.0,0.900,235.5,10,28,99.2,4.177
1,807176178,435530450,-56610238,7,278.0,1.600,279.0,1.800,232.8,8,27,99.2,4.177
1,807176179,435530304,-56609702,7,281.0,1.700,268.0,1.800,232.7,9,28,99.2,4.176
