1,807608643,435465199,-56664614,5,nan,nan,91.0,0.600,145.1,11,18,98.6,4.165
1,807608644,435465122,-56664631,5,86.0,0.500,91.0,0.700,145.1,11,18,98.6,4.175
1,807608645,435465086,-56664624,5,86.0,0.000,91.0,0.700,145.1,11,18,98.6,4.171
1,807608646,435465118,-56664630,5,86.0,0.700,85.0,1.000,145.1,11,18,98.6,4.174
1,807608647,435465167,-56664657,5,86.0,0.600,111.0,0.900,145.1,11,18,98.6,4.176
1,807608648,435465233,-56664686,5,86.0,0.700,111.0,0.800,145.1,11,18,98.6,4.174
1,807608649,435465238,-56664696,5,86.0,0.600,111.0,0.900,145.1,11,18,98.6,4.174
1,807608650,435465267,-56664702,5,86.0,0.600,111.0,0.700,145.1,11,18,98.6,4.173
1,807608651,435465272,-56664719,7,86.0,0.600,111.0,0.800,145.1,11,18,98.6,4.169
1,807608652,435465261,-56664725,7,86.0,0.700,111.0,0.900,145.1,11,18,98.6,4.174
1,807608653,435465263,-56664716,7,86.0,0.700,111.0,0.700,145.1,11,18,98.6,4.173
1,807608654,435465268,-56664693,7,86.0,0.600,111.0,0.700,145.1,11,18,98.6,4.173
1,807608655,435465251,-56664655,7,86.0,0.700,111.0,0.600,145.1,11,18,98.6,4.173
1,807608656,435465241,-56664605,7,86.0,0.600,111.0,0.500,145.1,11,18,98.6,4.174
1,807608657,435465223,-56664545,7,86.0,0.500,111.0,0.500,145.1,11,18,98.6,4.173
1,807608658,435465226,-56664513,7,86.0,0.600,111.0,0.800,145.1,11,18,98.6,4.175
1,807608659,435465222,-56664453,7,86.0,0.500,111.0,0.600,145.1,11,18,98.6,4.174
1,807608660,435465225,-56664442,7,86.0,0.600,111.0,0.700,145.1,11,18,98.6,4.173
1,807608661,435465235,-56664431,7,86.0,0.800,111.0,0.800,145.1,11,18,98.6,4.174
1,807608662,435465246,-56664423,7,86.0,0.800,111.0,0.700,145.1,11,18,98.6,4.174
1,807608663,435465246,-56664417,7,86.0,0.500,111.0,0.000,145.1,11,18,98.6,4.174
1,807608664,435465239,-56664407,7,86.0,0.600,111.0,0.000,145.1,11,18,98.6,4.174
1,807608665,435465234,-56664394,7,86.0,0.600,111.0,0.000,145.1,11,18,98.6,4.174
1,807608666,435465226,-56664384,7,86.0,0.700,111.0,0.800,145.1,11,18,98.6,4.175
1,807608667,435465219,-56664370,7,86.0,0.700,93.0,0.900,145.1,11,18,98.6,4.174
1,807608668,435465216,-56664359,7,86.0,0.900,93.0,0.900,145.1,11,18,98.6,4.174
1,807608669,435465211,-56664348,7,86.0,0.800,93.0,0.800,145.1,11,18,98.6,4.173
1,807608670,435465205,-56664336,7,86.0,0.500,93.0,0.800,145.1,11,18,98.6,4.174
1,807608671,435465198,-56664323,7,86.0,0.800,93.0,0.900,145.1,11,18,98.6,4.174
1,807608672,435465190,-56664311,7,81.0,1.000,93.0,0.900,145.1,11,18,98.6,4.171
1,807608673,435465180,-56664297,7,82.0,0.900,82.0,0.900,145.1,11,18,98.6,4.173
1,807608674,435465167,-56664283,7,61.0,1.000,74.0,1.000,145.1,11,18,98.6,4.175
1,807608675,435465150,-56664270,8,64.0,0.900,86.0,1.000,145.1,11,18,98.6,4.176
1,807608676,435465121,-56664244,8,64.0,0.900,90.0,1.000,145.1,11,18,98.6,4.174
1,807608677,435465102,-56664228,8,64.0,0.800,85.0,0.900,145.1,11,18,98.6,4.175
1,807608678,435465079,-56664211,8,64.0,0.500,85.0,0.600,145.1,11,18,98.6,4.175
1,807608679,435465056,-56664194,8,64.0,0.600,85.0,0.600,145.1,11,18,98.6,4.171
1,807608680,435465038,-56664172,8,64.0,0.600,nan,nan,145.1,11,18,98.6,4.175
1,807608681,435465031,-56664160,8,64.0,0.500,85.0,0.500,145.1,11,18,98.6,4.173
1,807608682,435465026,-56664150,8,64.0,0.000,85.0,0.600,145.1,11,18,98.6,4.174
1,807608683,435465014,-56664136,8,64.0,0.000,85.0,0.000,145.1,11,18,98.6,4.174
1,807608684,435465004,-56664124,8,64.0,0.000,85.0,0.000,145.1,11,18,98.6,4.175
1,807608685,435464997,-56664117,8,64.0,0.000,85.0,0.500,145.1,11,18,98.6,4.173
1,807608686,435464996,-56664115,8,64.0,0.500,85.0,0.500,145.1,11,18,98.6,4.175
1,807608687,435464993,-56664109,8,64.0,0.000,85.0,0.500,145.1,11,18,98.6,4.173
1,807608688,435464994,-56664111,8,64.0,0.000,85.0,0.000,145.1,11,18,98.6,4.174
1,807608689,435464994,-56664108,8,64.0,0.000,85.0,0.000,145.1,11,18,98.6,4.174
1,807608690,435465001,-56664110,8,64.0,0.000,85.0,0.000,145.1,11,18,98.6,4.175
1,807608691,435464994,-56664104,8,64.0,0.500,85.0,0.500,145.1,11,18,98.6,4.175
1,807608692,435464992,-56664103,8,64.0,0.700,85.0,0.600,145.1,11,18,98.6,4.174
1,807608693,435464981,-56664100,8,64.0,0.500,85.0,0.700,145.1,11,18,98.6,4.175
1,807608694,435464968,-56664090,8,64.0,0.500,85.0,0.800,145.1,11,18,98.6,4.176
1,807608695,435464956,-56664082,8,64.0,0.500,85.0,0.700,145.1,11,18,98.6,4.174
1,807608696,435464944,-56664073,8,64.0,0.500,85.0,0.700,145.1,11,18,98.6,4.173
1,807608697,435464936,-56664067,8,64.0,0.600,85.0,0.800,145.1,11,18,98.6,4.175
1,807608698,435464925,-56664063,8,64.0,0.900,85.0,0.900,145.1,11,18,98.6,4.173
1,807608699,435464913,-56664053,8,64.0,0.800,85.0,0.900,145.1,11,18,98.6,4.175
1,807608700,435464901,-56664048,8,64.0,0.700,101.0,1.000,145.1,11,18,98.6,4.174
1,807608701,435464890,-56664040,8,64.0,0.500,102.0,0.800,145.1,11,18,98.6,4.173
1,807608702,435464881,-56664034,8,64.0,0.600,102.0,0.700,145.1,11,18,98.6,4.176
1,807608703,435464872,-56664027,8,64.0,0.500,102.0,0.700,145.1,11,18,98.6,4.173
1,807608704,435464860,-56664014,8,64.0,0.000,102.0,0.500,145.1,11,18,98.6,4.173
1,807608705,435464852,-56664013,8,nan,nan,102.0,0.900,145.1,11,18,98.6,4.175
1,807608706,435464845,-56664009,8,64.0,0.800,83.0,1.200,145.1,11,18,98.6,4.170
1,807608707,435464837,-56664003,8,64.0,0.800,90.0,1.000,145.1,11,18,98.6,4.171
1,807608708,435464828,-56663992,8,64.0,0.800,77.0,0.700,145.1,11,18,98.6,4.174
1,807608709,435464830,-56663994,8,64.0,0.700,77.0,0.700,145.1,11,18,98.6,4.173
1,807608710,435464832,-56663997,8,64.0,0.600,77.0,0.600,145.1,11,18,98.6,4.173
1,807608711,435464831,-56663999,8,64.0,0.500,77.0,0.600,145.1,11,18,98.6,4.173
1,807608712,435464838,-56664005,8,64.0,0.000,77.0,0.000,145.1,11,18,98.6,4.173
1,807608713,435464845,-56664010,8,64.0,0.000,77.0,0.600,145.1,11,18,98.6,4.173
1,807608714,435464844,-56664014,8,64.0,0.500,nan,nan,145.1,11,18,98.6,4.173
1,807608715,435464851,-56664016,8,64.0,0.000,77.0,0.600,145.1,11,18,98.6,4.174
1,807608716,435464857,-56664014,8,64.0,0.500,77.0,0.000,145.1,11,18,98.6,4.175
1,807608717,435464866,-56664020,8,64.0,0.600,77.0,0.700,145.1,11,18,98.6,4.174
1,807608718,435464880,-56664032,8,64.0,0.800,77.0,0.500,145.1,11,18,98.6,4.174
1,807608719,435464891,-56664045,8,64.0,0.500,77.0,0.500,145.1,11,18,98.6,4.174
1,807608720,435464902,-56664053,8,64.0,0.500,77.0,0.000,145.1,11,18,98.6,4.174
1,807608721,435464914,-56664057,8,64.0,0.500,77.0,0.700,145.1,11,18,98.6,4.174
1,807608722,435464930,-56664065,8,64.0,0.000,77.0,0.600,145.1,11,18,98.6,4.173
1,807608723,435464938,-56664065,8,64.0,0.000,77.0,0.500,145.1,11,18,98.6,4.174
