time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
110800,2025-08-04 08:58:17,43.560254428029,-5.62361138939409,-95.800528,,,-9.269042619444,27.559056,0,1475.74807872,1614.32747948,26,5,16.333,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.6, -0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.077,4.084,4.085,4.085,0,0,8.219,89.6,-9.269042619444,-95.800528,38,Tripod,
111000,2025-08-04 08:58:17,43.5602544853243,-5.62361128404212,-95.800528,,,-9.269042619444,27.559056,0,1475.75135956,1614.36028788,26,5,16.333,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.8, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.077,4.084,4.084,4.086,0,0,8.171,89.78,-9.269042619444,-95.800528,38,Tripod,
111200,2025-08-04 08:58:17,43.5602544951933,-5.62361127174814,-95.800528,,,-9.269042619444,27.559056,0,1475.75135956,1614.36684956,26,5,16.333,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.8, 0.9,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.077,4.084,4.084,4.086,0,0,8.171,89.78,-9.269042619444,-95.800528,38,Tripod,
111400,2025-08-04 08:58:18,43.560254402808,-5.62361139071883,-95.800528,,,-9.269042619444,27.559056,0,1475.7382362,1614.41278132,26,5,16.333,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.4, 1.1,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.077,4.084,4.084,4.086,0,0,8.171,89.78,-9.269042619444,-95.800528,38,Tripod,
111600,2025-08-04 08:58:18,43.5602543594939,-5.62361146996961,-95.800528,,,-9.269042619444,27.559056,0,1475.73495536,1614.43902804,26,5,16.333,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.4, -0.4, 1.3,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.077,4.084,4.084,4.086,0,0,8.171,89.78,-9.269042619444,-95.800528,38,Tripod,
111800,2025-08-04 08:58:18,43.5602542490153,-5.62361162355341,-95.800528,,,-9.269042619444,27.559056,0,1475.721832,1614.49480232,26,5,16.333,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.9, 2.5,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.077,4.084,4.084,4.086,0,0,8.171,89.78,-9.269042619444,-95.800528,38,Tripod,
112000,2025-08-04 08:58:18,43.5602541862372,-5.62361164852007,-95.800528,,,-9.269042619444,27.559056,0,1475.7054278,1614.52104904,26,5,16.331,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.9, 3.2,,,0,1,1024,1024,1170,1349,0,0,22,49,320.1,-89.9,0,91,4.076,4.083,4.083,4.085,0,0,8.226,89.78,-9.269042619444,-95.800528,38,Tripod,
112200,2025-08-04 08:58:18,43.5602541774648,-5.62361156907984,-95.800528,,,-9.269042619444,28.543308,0,1475.69230444,1614.54073408,26,5,16.331,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.8, 3,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.076,4.083,4.083,4.085,0,0,8.226,89.78,-9.269042619444,-95.800528,38,Tripod,
112400,2025-08-04 08:58:18,43.5602542950711,-5.62361140811888,-95.800528,,,-9.269042619444,28.543308,0,1475.70870864,1614.5997892,26,5,16.331,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.4, 2.7,,,0,1,1024,1024,1024,1191,0,0,0,25,320.1,-89.9,0,91,4.076,4.083,4.083,4.085,0,0,8.226,89.78,-9.269042619444,-95.800528,38,Tripod,
112600,2025-08-04 08:58:19,43.5602544532501,-5.62361120970824,-95.800528,,,-9.269042619444,28.871392,0,1475.73167452,1614.67852936,26,5,16.331,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.9, 1.2,,,0,0,1024,1024,1038,1684,0,0,2,100,320.1,-90,0,91,4.076,4.083,4.083,4.085,0,0,8.226,89.78,-9.269042619444,-95.800528,38,Tripod,
112800,2025-08-04 08:58:19,43.560254603753,-5.62361103059035,-95.800528,,,-9.269042619444,28.871392,0,1475.7546404,1614.75070784,26,5,16.331,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.8, 3.2,,,0,0,1024,1024,1031,1684,0,0,1,100,320.1,-89.9,0,91,4.076,4.083,4.083,4.085,0,0,8.226,89.78,-9.269042619444,-95.800528,38,Tripod,
113000,2025-08-04 08:58:19,43.5602548101806,-5.62361078943299,-95.800528,,,-9.269042619444,28.871392,0.3131716,1475.7874488,1614.84913304,26,5,16.328,134.10366538056,47.57218,45.2309268,1492.38193752,0.223694,0.223694,0,327.2, -0.8, 6.1,,,0,0,1024,1024,1047,1684,0,0,3,100,320.1,-89.9,0,91,4.077,4.083,4.083,4.085,0,0,8.25,89.96,-9.269042619444,-95.800528,38,Tripod,
113200,2025-08-04 08:58:19,43.5602551210557,-5.62361025075358,-95.800528,,,-9.269042619444,28.871392,0.8052984,1475.81369552,1615.03286008,26,5,16.328,134.10366538056,47.57218,45.2309268,1492.38193752,0.447388,0.671082,0,327.3, -0.7, 7.1,,,0,0,1024,1024,1051,1684,0,0,4,100,320.1,-89.9,0,91,4.077,4.083,4.083,4.085,0,0,8.25,89.96,-9.269042619444,-95.800528,38,Tripod,
113400,2025-08-04 08:58:19,43.5602555862721,-5.62360939336675,-95.800528,,,-9.269042619444,28.871392,1.11847,1475.84650392,1615.31501232,26,5,16.328,134.10366538056,47.57218,45.2309268,1492.38193752,0.671082,0.894776,0,327.3, -1, 7.2,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.077,4.083,4.083,4.085,0,0,8.25,89.96,-9.269042619444,-95.800528,38,Tripod,
113600,2025-08-04 08:58:20,43.5602562521581,-5.62360814389511,-95.800528,,,-9.269042619444,28.871392,1.2974252,1475.88915484,1615.72511732,26,5,16.328,134.10366538056,47.57218,45.2309268,1492.38193752,0.671082,1.11847,0,327.3, -0.7, 6.4,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.077,4.083,4.083,4.085,0,0,8.25,89.96,-9.269042619444,-95.800528,38,Tripod,
113800,2025-08-04 08:58:20,43.5602570444241,-5.6236065989724,-95.800528,,,-9.269042619444,28.871392,1.6105968,1475.93180576,1616.22708584,26,5,16.328,134.10366538056,47.57218,45.2309268,1492.38193752,0.894776,1.342164,0,327.4, -0.5, -1,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.077,4.083,4.083,4.085,0,0,8.25,89.96,-9.269042619444,-95.800528,38,Tripod,
114000,2025-08-04 08:58:20,43.5602576774133,-5.62360524792999,-95.800528,,,-9.269042619444,28.871392,1.11847,1475.9514908,1616.6503142,26,5,16.324,134.10366538056,47.57218,45.2309268,1492.38193752,0.671082,0.894776,0,327.4, -0.3, -6.3,,,0,1,1024,1024,1053,810,0,0,4,-32,320.1,-90,0,91,4.074,4.082,4.083,4.086,0,0,8.263,89.96,-9.269042619444,-95.800528,38,Tripod,
114200,2025-08-04 08:58:20,43.5602579962377,-5.62360443254101,-95.800528,,,-9.269042619444,28.871392,0.4921268,1475.94164828,1616.8963772,26,5,16.324,134.10366538056,47.57218,45.2309268,1492.38193752,0.223694,0.447388,0,327.4, -0.9, -3.8,,,0,1,1024,1024,1032,364,0,0,1,-100,320.1,-89.9,0,91,4.074,4.082,4.083,4.086,0,0,8.263,89.96,-9.269042619444,-95.800528,38,Tripod,
114400,2025-08-04 08:58:21,43.5602579507303,-5.62360440341429,-95.800528,,,-9.269042619444,28.871392,0,1475.92524408,1616.91606224,26,5,16.324,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.3, -0.3,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.074,4.082,4.083,4.086,0,0,8.263,89.96,-9.269042619444,-95.800528,38,Tripod,
114600,2025-08-04 08:58:21,43.5602579293473,-5.62360431111354,-95.800528,,,-9.269042619444,26.574804,0,1475.90555904,1616.93902812,26,5,16.324,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1, -0.8,,,0,1,1024,1024,1227,1024,0,0,31,0,320.1,-90,0,91,4.074,4.082,4.083,4.086,0,0,8.263,89.96,-9.269042619444,-95.800528,38,Tripod,
114800,2025-08-04 08:58:21,43.5602579172851,-5.62360431016827,-95.800528,,,-9.269042619444,26.24672,0,1475.9022782,1616.9455898,26,5,16.324,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.9, 1.1,,,0,1,1024,1024,1301,1024,0,0,42,0,320.1,-90,0,91,4.074,4.082,4.083,4.086,0,0,8.263,89.96,-9.269042619444,-95.800528,38,Tripod,
115000,2025-08-04 08:58:21,43.5602579090609,-5.6236044210058,-95.800528,,,-9.269042619444,26.24672,0,1475.91212072,1616.97511736,26,5,16.325,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.6, 1.4,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.074,4.082,4.082,4.084,0,0,8.213,89.96,-9.269042619444,-95.800528,38,Tripod,
115200,2025-08-04 08:58:21,43.5602579309922,-5.62360450990303,-95.800528,,,-9.269042619444,26.24672,0,1475.93180576,1616.99808324,26,5,16.325,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -2.4, 1.5,,,0,1,1024,1024,1024,867,0,0,0,-24,320.1,-90,0,91,4.074,4.082,4.082,4.084,0,0,8.213,89.96,-9.269042619444,-95.800528,38,Tripod,
115400,2025-08-04 08:58:21,43.5602580340691,-5.62360466273054,-95.800528,,,-9.269042619444,26.24672,0,1475.9842992,1617.05385752,26,5,16.325,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.7, 1.2,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.074,4.082,4.082,4.084,0,0,8.213,89.96,-9.269042619444,-95.800528,38,Tripod,
115600,2025-08-04 08:58:22,43.5602581374198,-5.62360480156079,-95.800528,,,-9.269042619444,26.24672,0,1476.03679264,1617.10635096,26,5,16.325,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.5, 0.2,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.074,4.082,4.082,4.084,0,0,8.213,89.96,-9.269042619444,-95.800528,38,Tripod,
115800,2025-08-04 08:58:22,43.5602581623665,-5.62360499675613,-95.800528,,,-9.269042619444,26.24672,0,1476.06960104,1617.1588444,26,5,16.325,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, 0, 0.9,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.074,4.082,4.082,4.084,0,0,8.213,89.96,-9.269042619444,-95.800528,38,Tripod,
116000,2025-08-04 08:58:22,43.5602581404352,-5.62360520481289,-95.800528,,,-9.269042619444,26.24672,0,1476.08928608,1617.21461868,26,5,16.326,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.2, 1.4,,,0,1,1024,1024,1020,1024,0,0,-1,0,320.1,-90,0,91,4.074,4.081,4.081,4.082,0,0,8.209,89.96,-9.269042619444,-95.800528,38,Tripod,
116200,2025-08-04 08:58:22,43.5602580274894,-5.62360536463827,-95.800528,,,-9.269042619444,26.24672,0,1476.07616272,1617.2736738,26,5,16.326,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.5, 2,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.074,4.081,4.081,4.082,0,0,8.209,89.96,-9.269042619444,-95.800528,38,Tripod,
116400,2025-08-04 08:58:22,43.5602579551164,-5.62360547869089,-95.800528,,,-9.269042619444,26.24672,0,1476.06960104,1617.31304388,26,5,16.326,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.4, 1.8,,,0,1,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.074,4.081,4.081,4.082,0,0,8.209,89.96,-9.269042619444,-95.800528,38,Tripod,
116600,2025-08-04 08:58:23,43.5602578756158,-5.6236055829083,-95.800528,,,-9.269042619444,26.24672,0,1476.05647768,1617.35241396,26,5,16.326,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.6, 1.7,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.074,4.081,4.081,4.082,0,0,8.209,89.96,-9.269042619444,-95.800528,38,Tripod,
116800,2025-08-04 08:58:23,43.560257803791,-5.62360567615554,-95.800528,,,-9.269042619444,26.24672,0,1476.04663516,1617.3885032,26,5,16.326,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.2, 1.8,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.074,4.081,4.081,4.082,0,0,8.209,89.96,-9.269042619444,-95.800528,38,Tripod,
117000,2025-08-04 08:58:23,43.5602577462216,-5.62360573970743,-95.800528,,,-9.269042619444,29.855644,0,1476.03679264,1617.41803076,26,5,16.315,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.6, 1.8,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.073,4.08,4.08,4.082,0,0,8.328,89.96,-9.269042619444,-95.800528,38,Tripod,
117200,2025-08-04 08:58:23,43.5602576892005,-5.62360577961632,-95.800528,,,-9.269042619444,29.855644,0,1476.02366928,1617.44099664,26,5,16.315,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1, 2,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.073,4.08,4.08,4.082,0,0,8.328,89.96,-9.269042619444,-95.800528,6,P-GPS,"Cambiado al modo Normal (N)"
117400,2025-08-04 08:58:24,43.5602576486277,-5.62360580647452,-95.800528,,,-9.269042619444,29.855644,0,1476.0171076,1617.45740084,26,5,16.315,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.3, 2,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.073,4.08,4.08,4.082,0,0,8.328,89.96,-9.269042619444,-95.800528,6,P-GPS,
117600,2025-08-04 08:58:24,43.5602576538364,-5.62360583711556,-95.800528,,,-9.269042619444,29.855644,0,1476.02038844,1617.46396252,26,5,16.315,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.6, 2.2,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.073,4.08,4.08,4.082,0,0,8.328,89.96,-9.269042619444,-95.800528,6,P-GPS,
117800,2025-08-04 08:58:24,43.5602577064714,-5.62360584165492,-95.800528,,,-9.269042619444,29.855644,0,1476.04007348,1617.48364756,26,5,16.315,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.4, 2,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.073,4.08,4.08,4.082,0,0,8.328,89.96,-9.269042619444,-95.800528,38,Tripod,"Cambiado al modo-T (Trípode)."
118000,2025-08-04 08:58:24,43.560257819143,-5.62360583125208,-95.800528,,,-9.269042619444,29.855644,0,1476.07288188,1617.52629848,26,5,16.311,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.6, 1.3,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.073,4.08,4.079,4.082,0,0,8.384,90.14,-9.269042619444,-95.800528,38,Tripod,
118200,2025-08-04 08:58:24,43.5602579282508,-5.62360584865317,-95.800528,,,-9.269042619444,29.855644,0,1476.10897112,1617.56566856,26,5,16.311,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.6, 1,,,0,0,1024,1024,976,1649,0,0,-7,95,320.1,-90,0,91,4.073,4.08,4.079,4.082,0,0,8.384,90.14,-9.269042619444,-95.800528,38,Tripod,
118400,2025-08-04 08:58:24,43.5602579663562,-5.62360588288809,-95.800528,,,-9.269042619444,29.855644,0,1476.12537532,1617.58207276,26,5,16.311,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1, 1.7,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.073,4.08,4.079,4.082,0,0,8.384,90.14,-9.269042619444,-95.800528,38,Tripod,
118600,2025-08-04 08:58:25,43.5602579792409,-5.62360597443294,-95.800528,,,-9.269042619444,29.855644,0,1476.14177952,1617.60831948,26,5,16.311,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.8, 3.7,,,0,0,1024,1024,822,1684,0,0,-31,100,320.1,-89.9,0,91,4.073,4.08,4.079,4.082,0,0,8.384,90.14,-9.269042619444,-95.800528,38,Tripod,
118800,2025-08-04 08:58:25,43.5602580853332,-5.6236058390065,-95.800528,,,-9.269042619444,29.855644,0,1476.15818372,1617.66081292,26,5,16.311,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.7, 2,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.073,4.08,4.079,4.082,0,0,8.384,90.14,-9.269042619444,-95.800528,38,Tripod,
119000,2025-08-04 08:58:25,43.5602581618183,-5.62360560238908,-95.800528,,,-9.269042619444,29.855644,0,1476.15162204,1617.72642972,26,5,16.315,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.2, 3.4,,,0,0,1024,1024,1024,1036,0,0,0,2,320.1,-89.9,0,91,4.073,4.08,4.079,4.081,0,0,8.319,90.14,-9.269042619444,-95.800528,38,Tripod,
119200,2025-08-04 08:58:25,43.5602582665398,-5.62360524018062,-95.800528,,,-9.269042619444,29.855644,0.223694,1476.13521784,1617.8314166,26,5,16.315,134.10366538056,47.57218,45.2309268,1492.38193752,0,0.223694,0,327.4, -0.5, 0.9,,,0,0,1024,1024,1024,1148,0,0,0,19,320.1,-90,0,91,4.073,4.08,4.079,4.081,0,0,8.319,90.14,-9.269042619444,-95.800528,38,Tripod,
119400,2025-08-04 08:58:25,43.5602583520716,-5.62360480836764,-95.800528,,,-9.269042619444,29.855644,0.223694,1476.10569028,1617.94952684,26,5,16.315,134.10366538056,47.57218,45.2309268,1492.38193752,0,0.223694,0,327.3, -0.7, 1.2,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.073,4.08,4.079,4.081,0,0,8.319,90.14,-9.269042619444,-95.800528,38,Tripod,
119600,2025-08-04 08:58:26,43.5602584148496,-5.62360445902189,-95.800528,,,-9.269042619444,29.855644,0.223694,1476.07616272,1618.0446712,26,5,16.315,134.10366538056,47.57218,45.2309268,1492.38193752,0,0.223694,0,327.3, -1.2, 1.3,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.073,4.08,4.079,4.081,0,0,8.319,90.14,-9.269042619444,-95.800528,38,Tripod,
119800,2025-08-04 08:58:26,43.5602584408929,-5.62360417965872,-95.800528,,,-9.269042619444,29.855644,0,1476.049916,1618.12013052,26,5,16.315,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.6, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,91,4.073,4.08,4.079,4.081,0,0,8.319,90.14,-9.269042619444,-95.800528,38,Tripod,
120000,2025-08-04 08:58:26,43.5602585209418,-5.62360400526976,-95.800528,,,-9.269042619444,29.855644,0,1476.049916,1618.17262396,26,5,16.312,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.3, 0.5,,,0,0,1024,1024,1024,827,0,0,0,-30,320.1,-89.9,0,91,4.071,4.078,4.078,4.081,0,0,8.287,90.14,-9.269042619444,-95.800528,38,Tripod,
120200,2025-08-04 08:58:26,43.5602585831716,-5.62360395779521,-95.800528,,,-9.269042619444,29.855644,0,1476.06303936,1618.19887068,26,5,16.312,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.8, 0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.071,4.078,4.078,4.081,0,0,8.287,90.14,-9.269042619444,-95.800528,38,Tripod,
120400,2025-08-04 08:58:26,43.5602586157943,-5.62360393774639,-95.800528,,,-9.269042619444,29.855644,0,1476.06960104,1618.21199404,26,5,16.312,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.8, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.071,4.078,4.078,4.081,0,0,8.287,90.14,-9.269042619444,-95.800528,38,Tripod,
120600,2025-08-04 08:58:27,43.5602586130528,-5.62360399827214,-95.800528,,,-9.269042619444,29.855644,0,1476.07944356,1618.22839824,26,5,16.312,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1, 1.6,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,91,4.071,4.078,4.078,4.081,0,0,8.287,90.14,-9.269042619444,-95.800528,38,Tripod,
120800,2025-08-04 08:58:27,43.5602586012649,-5.62360404631422,-95.800528,,,-9.269042619444,27.88714,0,1476.07944356,1618.2415216,26,5,16.312,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.7, 1.6,,,0,0,1024,1024,875,1024,0,0,-23,0,320.1,-90,0,91,4.071,4.078,4.078,4.081,0,0,8.287,90.14,-9.269042619444,-95.800528,38,Tripod,
121000,2025-08-04 08:58:27,43.5602585631593,-5.62360410967691,-95.800528,,,-9.269042619444,27.88714,0,1476.07616272,1618.26448748,26,5,16.309,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.9, 1.4,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,90,4.071,4.078,4.077,4.079,0,0,8.299,90.14,-9.269042619444,-95.800528,38,Tripod,
121200,2025-08-04 08:58:27,43.5602585590472,-5.62360411005507,-95.800528,,,-9.269042619444,27.88714,0,1476.07616272,1618.26448748,26,5,16.309,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.9, 1.4,,,0,0,1024,1024,580,1549,0,0,-67,80,320.1,-89.9,0,90,4.071,4.078,4.077,4.079,0,0,8.299,90.14,-9.269042619444,-95.800528,38,Tripod,
121400,2025-08-04 08:58:27,43.5602585713836,-5.6236040826295,-95.800528,,,-9.269042619444,27.88714,0,1476.07616272,1618.27433,26,5,16.309,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.6, 1.7,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,90,4.071,4.078,4.077,4.079,0,0,8.299,90.14,-9.269042619444,-95.800528,38,Tripod,
121600,2025-08-04 08:58:28,43.5602585678197,-5.623604044233,-95.800528,,,-9.269042619444,27.88714,0,1476.06960104,1618.28417252,26,5,16.309,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, 0.1, 2.6,,,0,0,1024,1024,962,1067,0,0,-9,7,320.1,-90,0,90,4.071,4.078,4.077,4.079,0,0,8.299,90.14,-9.269042619444,-95.800528,38,Tripod,
121800,2025-08-04 08:58:28,43.560258509702,-5.62360390615866,-95.800528,,,-9.269042619444,27.88714,0,1476.0335118,1618.32682344,26,5,16.309,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1, 1.4,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,90,4.071,4.078,4.077,4.079,0,0,8.299,90.14,-9.269042619444,-95.800528,38,Tripod,
122000,2025-08-04 08:58:28,43.5602584540515,-5.62360375654699,-95.800528,,,-9.269042619444,27.88714,0,1475.99742256,1618.36947436,26,5,16.309,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.1, 1.1,,,0,0,1024,1024,1024,1304,0,0,0,42,320.1,-90,0,90,4.071,4.077,4.078,4.08,0,0,8.309,90.32,-9.269042619444,-95.800528,38,Tripod,
122200,2025-08-04 08:58:28,43.5602584063511,-5.62360366500229,-95.800528,,,-9.269042619444,27.88714,0,1475.967895,1618.39900192,26,5,16.309,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.3, 1.2,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,90,4.071,4.077,4.078,4.08,0,0,8.309,90.32,-9.269042619444,-95.800528,38,Tripod,
122400,2025-08-04 08:58:28,43.5602583931924,-5.62360365365402,-95.800528,,,-9.269042619444,27.88714,0,1475.96461416,1618.4055636,26,5,16.309,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.8, 2.2,,,0,0,1024,1024,1024,1319,0,0,0,45,320.1,-90,0,90,4.071,4.077,4.078,4.08,0,0,8.309,90.32,-9.269042619444,-95.800528,38,Tripod,
122600,2025-08-04 08:58:29,43.56025834933,-5.62360361998649,-95.800528,,,-9.269042619444,27.88714,0,1475.94492912,1618.42524864,26,5,16.309,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.7, 1.7,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-90,0,90,4.071,4.077,4.078,4.08,0,0,8.309,90.32,-9.269042619444,-95.800528,38,Tripod,
122800,2025-08-04 08:58:29,43.560258333704,-5.62360352995452,-95.800528,,,-9.269042619444,27.88714,0,1475.92852492,1618.44821452,26,5,16.309,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -0.7, 2,,,0,0,1024,1024,1024,1500,0,0,0,72,320.1,-89.9,0,90,4.071,4.077,4.078,4.08,0,0,8.309,90.32,-9.269042619444,-95.800528,38,Tripod,
123000,2025-08-04 08:58:29,43.5602583471369,-5.62360347604849,-95.800528,,,-9.269042619444,27.88714,0,1475.92524408,1618.46461872,26,5,16.306,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.1, 2,,,0,0,1024,1024,1024,1024,0,0,0,0,320.1,-89.9,0,90,4.07,4.078,4.077,4.08,0,0,8.324,90.32,-9.269042619444,-95.800528,38,Tripod,
123200,2025-08-04 08:58:29,43.5602584145754,-5.62360337826143,-95.800528,,,-9.269042619444,27.88714,0,1475.93180576,1618.50070796,26,5,16.306,134.10366538056,47.57218,45.2309268,1492.38193752,0,0,0,327.3, -1.1, 2.5,,,0,0,1024,1024,892,1476,0,0,-20,68,320.1,-89.9,0,90,4.07,4.078,4.077,4.08,0,0,8.324,90.32,-9.269042619444,-95.800528,38,Tripod,
