time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
2200,2025-08-04 08:56:28,43.5567649489207,-5.62078865943845,0,,,86.531485380556,0,0,0.0180668969036,0.085344162836,19,5,16.903,86.531485380556,0,0,0.025405840708,0,0,0,318.6, 2.7, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,318.6,0,0,98,4.24,4.246,4.248,4.251,0,0,2.921,82.58,86.531485380556,0,10,Assisted_Takeoff,
2400,2025-08-04 08:56:28,43.5567649574873,-5.62078864341028,0,,,86.531485380556,0,0,0.0137663718316,0.09061023912,19,5,16.903,86.531485380556,0,0,0.025405840708,0,0,0,318.6, 2.7, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,318.6,0,0,98,4.24,4.246,4.248,4.251,0,0,2.921,82.58,86.531485380556,0,10,Assisted_Takeoff,
2600,2025-08-04 08:56:29,43.556764976312,-5.62078865638636,0,,,86.531485380556,0,0,0.0091731958316,0.09828740472,19,5,16.903,86.531485380556,0,0,0.025405840708,0,0,0,318.6, 2.7, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,318.5,0,0,98,4.24,4.246,4.248,4.251,0,0,2.921,82.58,86.531485380556,0,10,Assisted_Takeoff,
2800,2025-08-04 08:56:29,43.5567649862211,-5.62078864259955,0,,,86.531485380556,0,0,0.0040409778196,0.103421591236,19,5,16.903,86.531485380556,0,0,0.025405840708,0,0,0,318.6, 2.7, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,318.5,0,0,98,4.24,4.246,4.248,4.251,0,0,2.921,82.58,86.531485380556,0,10,Assisted_Takeoff,
3000,2025-08-04 08:56:29,43.5567649529602,-5.6207886695951,0,,,86.531485380556,0,0,0.0180457354856,0.117500331844,19,5,16.96,86.531485380556,0,0,0.025405840708,0,0,0,318.5, 2.7, 2.1,,,0,0,1068,1024,1024,1024,7,0,0,0,318.5,0,0,98,4.239,4.247,4.248,4.251,0,0,3.861,82.58,86.531485380556,0,10,Assisted_Takeoff,
3200,2025-08-04 08:56:29,43.5567649439578,-5.62078867679525,0,,,86.531485380556,0,0,0.0218374022736,0.121296591808,19,5,16.96,86.531485380556,0,0,0.025405840708,0,0,0,318.6, 2.7, 2.1,,,0,0,1239,1024,1024,1024,33,0,0,0,318.5,0,0,98,4.239,4.247,4.248,4.251,0,0,3.861,82.58,86.531485380556,0,10,Assisted_Takeoff,
3400,2025-08-04 08:56:29,43.5567649349007,-5.62078868424774,0,,,86.531485380556,0,0,0.0256830388796,0.125144032876,19,5,16.96,86.531485380556,0,0,0.0256830388796,0,0,0,318.5, 2.7, 2.1,,,0,0,1458,1024,1024,1024,66,0,0,0,318.5,0,0,98,4.239,4.247,4.248,4.251,0,0,3.861,82.58,86.531485380556,0,10,Assisted_Takeoff,
3600,2025-08-04 08:56:30,43.5567649401592,-5.62078867802134,0,,,86.531485380556,0,0,0.0231837933928,0.12767224818,19,5,16.96,86.531485380556,0,0,0.0256830388796,0,0,0,318.6, 2.6, 2.2,,,0,0,1684,1024,1024,1024,100,0,0,0,318.5,0,0,98,4.239,4.247,4.248,4.251,0,0,3.861,82.58,86.531485380556,0,10,Assisted_Takeoff,
3800,2025-08-04 08:56:30,43.5567649426402,-5.62078867264637,0,,,86.531485380556,0,0,0.0216818904576,0.129357287604,19,5,16.96,86.531485380556,0,0,0.0256830388796,0,0,0,318.2, 1, 2.3,,,0,0,1682,1024,1024,1024,100,0,0,0,318.5,0,0,98,4.239,4.247,4.248,4.251,0,0,3.861,82.58,86.531485380556,0,10,Assisted_Takeoff,
4000,2025-08-04 08:56:30,43.5567650545717,-5.62078869565876,0,,,86.531485380556,0,0.223694,0.02765173973,0.170646002836,19,5,16.987,86.531485380556,0,0.223694,0.02765173973,0.223694,0,-0.447388,318.2, -5.4, 0.3,,,0,0,1683,1024,1024,1024,100,0,0,0,318.5,0,0,98,4.203,4.206,4.203,4.202,0,0,2.039,82.58,86.531485380556,0,10,Assisted_Takeoff,
4200,2025-08-04 08:56:30,43.5567654365457,-5.62078898739958,0.328084,,,86.859569380556,0.328084,0.4921268,0.186685373428,0.32993111292,19,5,16.987,86.859569380556,0.328084,0.4921268,0.186685373428,0.447388,-0.223694,-1.565858,318.2, 1.9, -0.4,,,0,0,1683,1024,1024,1024,100,0,0,0,318.5,0,0,98,4.203,4.206,4.203,4.202,0,0,2.039,82.58,86.859569380556,0.328084,31,Sport,
4400,2025-08-04 08:56:31,43.5567656778792,-5.62078931349599,0.984252,,,87.515737380556,0.984252,0.223694,0.30764600722,0.45316930584,19,5,16.987,87.515737380556,0.984252,0.4921268,0.30764600722,0,-0.223694,-3.131716,318.5, 4.6, -0.4,,,0,0,1683,1024,1024,1024,100,0,0,0,318.5,0,0,98,4.203,4.206,4.203,4.202,0,0,2.039,82.58,87.515737380556,0.984252,31,Sport,
4600,2025-08-04 08:56:31,43.5567656451437,-5.62078947752512,2.296588,,,88.828073380556,2.624672,0.223694,0.326094498624,0.49815290308,19,5,16.987,88.828073380556,2.296588,0.4921268,0.326094498624,-0.223694,0,-4.921268,318.7, 1.3, 1.7,,,0,0,1682,1024,1024,1024,100,0,0,0,318.5,0,0,98,4.203,4.206,4.203,4.202,0,0,2.039,82.58,88.828073380556,2.296588,31,Sport,
4800,2025-08-04 08:56:31,43.5567655230426,-5.62078943101709,3.937008,,,90.468493380556,4.265092,0,0.286042988156,0.54436681532,19,5,16.987,90.468493380556,3.937008,0.4921268,0.326094498624,0,0,-6.71082,318.9, -0.2, 1.9,,,0,0,1663,1024,1024,1024,97,0,0,0,318.5,0,0,98,4.203,4.206,4.203,4.202,0,0,2.039,82.58,90.468493380556,3.937008,31,Sport,
5000,2025-08-04 08:56:31,43.5567654142045,-5.62078925525797,6.56168,,,93.093165380556,6.889764,0,0.2249589967,0.60549214536,19,5,16.56,93.093165380556,6.56168,0.4921268,0.326094498624,0,0,-8.94776,319, -0.2, 1.6,,,0,0,1560,1024,1024,1024,81,0,0,0,318.5,0,0,98,4.094,4.097,4.094,4.094,0,0,9.327,82.76,93.093165380556,6.56168,31,Sport,
5200,2025-08-04 08:56:31,43.5567653540759,-5.62078916603237,9.84252,,,96.374005380556,9.84252,0,0.192743444488,0.63770999416,19,5,16.56,96.374005380556,9.84252,0.4921268,0.326094498624,0,0,-10.961006,319.3, -0.5, 1.6,,,0,0,1164,1024,1024,1024,21,0,0,0,318.5,0,0,98,4.094,4.097,4.094,4.094,0,0,9.327,82.76,96.374005380556,9.84252,31,Sport,
5400,2025-08-04 08:56:31,43.5567652842565,-5.62078919821639,13.12336,,,99.654845380556,12.795276,0,0.183266738148,0.6645669504,19,5,16.56,99.654845380556,13.12336,0.4921268,0.326094498624,0,0,-10.737312,319.3, -0.1, 1.8,,,0,0,1461,1024,1024,1024,66,0,0,0,318.5,0,0,98,4.094,4.097,4.094,4.094,0,0,9.327,82.76,99.654845380556,13.12336,31,Sport,
5600,2025-08-04 08:56:32,43.5567652746441,-5.62078922929936,16.076116,,,102.60760138056,15.419948,0,0.188107617568,0.67350067772,19,5,16.56,102.60760138056,16.076116,0.4921268,0.326094498624,0,0,-9.171454,319.3, -0.1, 2.1,,,0,0,1639,1024,1024,1024,93,0,0,0,318.5,0,0,98,4.094,4.097,4.094,4.094,0,0,9.327,82.76,102.60760138056,16.076116,31,Sport,
5800,2025-08-04 08:56:32,43.5567652798795,-5.62078936044022,19.028872,,,105.56035738056,18.04462,0,0.218928484696,0.70822836912,19,5,16.56,105.56035738056,19.028872,0.4921268,0.326094498624,0,0,-8.94776,319.2, -0.5, 1.7,,,0,0,1644,1024,1024,1024,94,0,0,0,318.5,0,0,98,4.094,4.097,4.094,4.094,0,0,9.327,82.76,105.56035738056,19.028872,31,Sport,
6000,2025-08-04 08:56:32,43.5567653370675,-5.62078941404973,21.981628,,,108.51311338056,20.669292,0,0.241603026104,0.73345146704,19,5,16.56,108.51311338056,21.981628,0.4921268,0.326094498624,0,0,-10.513618,319.3, 0, 1.6,,,0,0,1615,1024,1024,1024,90,0,0,0,318.5,0,0,98,4.174,4.182,4.118,4.119,0,0,9.327,82.76,108.51311338056,21.981628,31,Sport,
6200,2025-08-04 08:56:32,43.5567654043813,-5.62078949294387,24.934384,,,111.46586938056,24.278216,0,0.272354667508,0.76567587752,19,5,16.56,111.46586938056,24.934384,0.4921268,0.326094498624,0,0,-12.526864,319.3, 0.3, 1.6,,,0,0,1615,1024,1024,1024,90,0,0,0,318.5,0,0,98,4.174,4.182,4.118,4.119,0,0,9.327,82.76,111.46586938056,24.934384,31,Sport,
6400,2025-08-04 08:56:32,43.5567654588458,-5.62078948420619,28.543308,,,115.07479338056,28.215224,0,0.281906833168,0.785679159,19,5,16.56,115.07479338056,28.543308,0.4921268,0.326094498624,0,0,-14.092722,319.3, 0.1, 1.3,,,0,0,1380,1024,1024,1024,54,0,0,0,318.5,0,0,98,4.174,4.182,4.118,4.119,0,0,9.327,82.76,115.07479338056,28.543308,31,Sport,
6600,2025-08-04 08:56:33,43.55676548428,-5.62078940368151,33.136484,,,119.66796938056,32.152232,0,0.271226058548,0.80890422536,19,5,16.56,119.66796938056,33.136484,0.4921268,0.326094498624,0,0,-14.316416,319.4, -0.3, 1.1,,,0,0,1024,1024,1024,1024,0,0,0,0,318.5,0,0,98,4.174,4.182,4.118,4.119,0,0,9.327,82.76,119.66796938056,33.136484,31,Sport,
6800,2025-08-04 08:56:33,43.5567655112455,-5.62078930271859,37.073492,,,123.60497738056,36.417324,0,0.258842856052,0.83735566984,22,5,16.56,123.60497738056,37.073492,0.4921268,0.326094498624,0,0,-12.526864,319.3, -0.7, 1.3,,,0,0,1153,1024,1024,1024,20,0,0,0,318.5,0,0,98,4.174,4.182,4.118,4.119,0,0,9.327,82.76,123.60497738056,37.073492,31,Sport,
7000,2025-08-04 08:56:33,43.5567655073203,-5.62078919166838,40.354332,,,126.88581738056,39.698164,0,0.238563327844,0.86675199624,22,5,16.571,126.88581738056,40.354332,0.4921268,0.326094498624,0,0,-10.289924,319.3, -1, 1.5,,,0,0,1043,1024,1024,1024,3,0,0,0,318.5,0,0,98,4.156,4.175,4.178,4.184,0,0,14.299,82.76,126.88581738056,40.354332,31,Sport,
7200,2025-08-04 08:56:33,43.5567655095214,-5.62078917082504,43.635172,,,130.16665738056,42.322836,0,0.235825466864,0.87232286256,22,5,16.571,130.16665738056,43.635172,0.4921268,0.326094498624,0,0,-8.052984,319.3, -0.9, 1.8,,,0,0,1024,1024,1024,1024,0,0,0,0,318.5,0,0,98,4.156,4.175,4.178,4.184,0,0,14.299,82.76,130.16665738056,43.635172,31,Sport,
7400,2025-08-04 08:56:33,43.5567654841164,-5.62078919427693,45.275592,,,131.80707738056,42.65092,0,0.23242126728,0.88347443772,22,5,16.571,131.80707738056,45.275592,0.4921268,0.326094498624,0,0,-5.59235,319.3, -0.8, 2.2,,,0,0,1024,1024,1024,1024,0,0,0,0,318.5,0,0,98,4.156,4.175,4.178,4.184,0,0,14.299,82.76,131.80707738056,45.275592,31,Sport,
7600,2025-08-04 08:56:34,43.5567654737888,-5.620789244232,46.259844,,,132.79132938056,42.65092,0,0.238301516812,0.89720803396,22,5,16.571,132.79132938056,46.259844,0.4921268,0.326094498624,0,0,-2.908022,319.3, -0.6, 2.8,,,0,0,1024,1024,1446,1024,0,0,64,0,318.5,0,0,98,4.156,4.175,4.178,4.184,0,0,14.299,82.76,132.79132938056,46.259844,31,Sport,
7800,2025-08-04 08:56:34,43.556765439032,-5.62078930362123,46.587928,,,133.11941338056,42.65092,0,0.240500663864,0.91739176164,22,5,16.571,133.11941338056,46.587928,0.4921268,0.326094498624,0,0,-0.671082,319.2, -2.8, 2.7,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.156,4.175,4.178,4.184,0,0,14.299,82.76,133.11941338056,46.587928,31,Sport,
8000,2025-08-04 08:56:34,43.5567655477376,-5.6207894949176,46.259844,,,132.79132938056,42.65092,0.3131716,0.304631571428,0.98166669808,22,5,16.289,133.11941338056,46.587928,0.4921268,0.326094498624,0.223694,-0.223694,0,318.6, -20.7, 2.9,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.187,4.189,4.185,4.185,0,0,14.987,82.94,132.79132938056,46.259844,31,Sport,
8200,2025-08-04 08:56:34,43.5567665605629,-5.62079065813099,45.93176,,,132.46324538056,42.65092,2.3711564,0.78324805656,1.46244099168,22,5,16.289,133.11941338056,46.587928,2.3711564,0.78324805656,1.789552,-1.565858,0,318.1, -33.3, 3.3,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.187,4.189,4.185,4.185,0,0,14.987,82.94,132.46324538056,45.93176,31,Sport,
8400,2025-08-04 08:56:34,43.5567691583828,-5.62079363816567,45.603676,,,132.13516138056,42.65092,5.2344396,2.01495085188,2.69499352456,22,5,16.289,133.11941338056,46.587928,5.2344396,2.01495085188,4.026492,-3.35541,0,318.3, -33.8, 2.9,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.187,4.189,4.185,4.185,0,0,14.987,82.94,132.13516138056,45.603676,31,Sport,
8600,2025-08-04 08:56:35,43.5567738336431,-5.62079845392036,45.603676,,,132.13516138056,42.65092,7.9635064,4.1406169304,4.8235893932,22,5,16.289,133.11941338056,46.587928,7.9635064,4.1406169304,6.263432,-4.921268,0,319.9, -33.9, 2.4,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.187,4.189,4.185,4.185,0,0,14.987,82.94,132.13516138056,45.603676,31,Sport,
8800,2025-08-04 08:56:35,43.5567802218505,-5.62080507539394,45.603676,,,132.13516138056,42.65092,10.5583568,7.0546590184,7.7386157332,22,5,16.289,133.11941338056,46.587928,10.5583568,7.0546590184,8.500372,-6.263432,0,322, -34.2, 1.8,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.187,4.189,4.185,4.185,0,0,14.987,82.94,132.13516138056,45.603676,31,Sport,
9000,2025-08-04 08:56:35,43.5567895624744,-5.62081313027664,45.93176,,,132.46324538056,42.65092,12.8400356,11.0591210888,11.7572838408,22,5,16.814,133.11941338056,46.587928,12.8400356,11.0591210888,10.513618,-7.381902,0,323.6, -34.3, 1.3,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.126,4.132,4.129,4.132,0,0,5.503,83.12,132.46324538056,45.93176,31,Sport,
9200,2025-08-04 08:56:35,43.556799441029,-5.62082240251181,45.93176,,,132.46324538056,42.65092,15.2559308,15.4167983936,16.1162406732,22,5,16.814,133.11941338056,46.587928,15.2559308,15.4167983936,12.526864,-8.724066,0,324.5, -34.4, 1.1,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.126,4.132,4.129,4.132,0,0,5.503,83.12,132.46324538056,45.93176,31,Sport,
9400,2025-08-04 08:56:35,43.5568115317282,-5.62083329756816,46.259844,,,132.79132938056,42.65092,17.4928708,20.6823497432,21.3848103956,22,5,16.814,133.11941338056,46.587928,17.4928708,20.6823497432,14.316416,-10.06623,0,324.6, -34.4, 1.4,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.126,4.132,4.129,4.132,0,0,5.503,83.12,132.79132938056,46.259844,31,Sport,
9600,2025-08-04 08:56:36,43.5568237847968,-5.62084450874031,46.259844,,,132.79132938056,42.65092,19.6179638,26.0453092324,26.7488197536,22,5,16.814,133.11941338056,46.587928,19.6179638,26.0453092324,16.105968,-11.1847,0,324.5, -34.5, 1.7,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.126,4.132,4.129,4.132,0,0,5.503,83.12,132.79132938056,46.259844,31,Sport,
9800,2025-08-04 08:56:36,43.5568389911051,-5.62085779800247,46.259844,,,132.79132938056,42.65092,21.8549038,32.6084984188,33.315945948,22,5,16.814,133.11941338056,46.587928,21.8549038,32.6084984188,17.89552,-12.526864,0,324.7, -34.4, 1.9,,,0,0,1024,1024,1676,1024,0,0,99,0,318.5,0,0,98,4.126,4.132,4.129,4.132,0,0,5.503,83.12,132.79132938056,46.259844,31,Sport,
10000,2025-08-04 08:56:36,43.5568550214745,-5.62087264708766,46.259844,,,132.79132938056,42.65092,23.9576274,39.652560324,40.360237512,22,5,16.814,133.11941338056,46.587928,23.9576274,39.652560324,19.685072,-13.645334,0,325, -34.4, 1.2,,,0,0,1024,1024,1611,1024,0,0,89,0,318.5,0,0,98,4.126,4.132,4.129,4.132,0,0,5.503,83.12,132.79132938056,46.259844,31,Sport,"Flying over water."
10200,2025-08-04 08:56:36,43.5568728301182,-5.62088880618587,46.587928,,,133.11941338056,42.65092,25.7471794,47.428479208,48.13648448,22,5,16.469,133.11941338056,46.587928,25.7471794,47.428479208,21.25093,-14.54011,0,324.8, -30.1, 1,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.099,4.105,4.104,4.106,0,0,11.851,83.3,133.11941338056,46.587928,31,Sport,
10400,2025-08-04 08:56:36,43.5568910237985,-5.62090584772416,46.587928,,,133.11941338056,42.65092,26.9998658,55.45111726,56.159450616,22,5,16.469,133.11941338056,46.587928,26.9998658,55.45111726,22.145706,-15.434886,0,324.7, -28, 1.2,,,0,0,1024,1024,1670,1024,0,0,98,0,318.5,0,0,98,4.099,4.105,4.104,4.106,0,0,11.851,83.3,133.11941338056,46.587928,31,Sport,
10600,2025-08-04 08:56:37,43.5569097142997,-5.62092317600701,46.587928,,,133.11941338056,42.65092,28.1183358,63.666668704,64.374673976,22,5,16.469,133.11941338056,46.587928,28.1183358,63.666668704,23.040482,-16.105968,0,324.9, -30, 1.4,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.099,4.105,4.104,4.106,0,0,11.851,83.3,133.11941338056,46.587928,31,Sport,
10800,2025-08-04 08:56:37,43.5569288700787,-5.62094132120302,46.587928,,,133.11941338056,42.65092,29.415761,72.143703096,72.852036452,22,5,16.469,133.11941338056,46.587928,29.415761,72.143703096,24.158952,-16.77705,0,324.9, -30.8, 1.7,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.099,4.105,4.104,4.106,0,0,11.851,83.3,133.11941338056,46.587928,31,Sport,
11000,2025-08-04 08:56:37,43.5569484474559,-5.62095989188619,46.587928,,,133.11941338056,42.65092,30.534231,80.811026208,81.519687648,22,5,16.469,133.11941338056,46.587928,30.534231,80.811026208,25.053728,-17.448132,0,324.8, -32, 2.3,,,0,0,1024,1024,1684,1024,0,0,100,0,318.5,0,0,98,4.099,4.105,4.104,4.106,0,0,11.851,83.3,133.11941338056,46.587928,31,Sport,
11200,2025-08-04 08:56:37,43.5569694444361,-5.62097993212286,46.587928,,,133.11941338056,42.65092,31.8316562,90.125330968,90.834320492,22,5,16.454,133.11941338056,46.587928,31.8316562,90.125330968,26.172198,-18.119214,0,324.7, -32.1, 2.3,,,0,0,1024,1024,1567,1024,0,0,82,0,318.5,0,0,98,4.098,4.104,4.104,4.105,0,0,13.019,83.48,133.11941338056,46.587928,31,Sport,
11400,2025-08-04 08:56:37,43.5569915768695,-5.62100113973901,46.587928,,,133.11941338056,42.65092,32.9501262,99.95571186,100.665357552,22,5,16.454,133.11941338056,46.587928,32.9501262,99.95571186,27.066974,-18.790296,0,324.6, -30.9, 2.6,,,0,0,1024,1024,1099,1024,0,0,11,0,318.5,0,0,98,4.098,4.104,4.104,4.105,0,0,13.019,83.48,133.11941338056,46.587928,31,Sport,
11600,2025-08-04 08:56:38,43.5570087843064,-5.6210175891119,46.587928,,,133.11941338056,42.65092,33.9343798,107.592851212,108.302824988,22,5,16.454,133.11941338056,46.587928,33.9343798,107.592851212,27.96175,-19.237684,-0.223694,324.8, -16.5, 2.5,,,0,0,1024,1024,1024,1024,0,0,0,0,318.5,0,0,98,4.098,4.104,4.104,4.105,0,0,13.019,83.48,133.11941338056,46.587928,31,Sport,
11800,2025-08-04 08:56:38,43.5570333841117,-5.62104099957982,46.916012,,,133.44749738056,42.65092,33.1290814,118.495410616,119.205384392,22,5,16.454,133.44749738056,46.916012,33.9343798,118.495410616,27.290668,-18.790296,-0.894776,325.5, 5, 2.3,,,0,0,1024,1024,1024,1024,0,0,0,0,318.5,0,0,98,4.098,4.104,4.104,4.105,0,0,13.019,83.48,133.44749738056,46.916012,31,Sport,
12000,2025-08-04 08:56:38,43.5570551899913,-5.62106169973974,47.244096,,,133.77558138056,42.65092,31.0263578,128.151906988,128.862208848,22,5,16.454,133.77558138056,47.244096,33.9343798,128.151906988,25.501116,-17.671826,-0.223694,325.2, 27.1, 1.3,,,0,0,1024,1024,1024,1024,0,0,0,0,318.5,0,0,98,4.098,4.104,4.104,4.105,0,0,13.019,83.48,133.77558138056,47.244096,31,Sport,
12200,2025-08-04 08:56:38,43.5570757056294,-5.62108119149072,47.244096,,,133.77558138056,42.65092,27.4919926,137.239505704,137.949807564,22,5,16.441,133.77558138056,47.244096,33.9343798,137.239505704,22.593094,-15.65858,0,325.8, 33.3, 1.8,,,0,0,1024,1024,1024,1024,0,0,0,0,318.5,-1.8,0,97,4.165,4.175,4.174,4.178,0,0,12.823,83.48,133.77558138056,47.244096,31,Sport,
12400,2025-08-04 08:56:38,43.5570921023627,-5.62109673813017,47.244096,,,133.77558138056,42.65092,23.9576274,144.49803612,145.20833798,22,5,16.441,133.77558138056,47.244096,33.9343798,144.49803612,19.685072,-13.645334,0,325.9, 34.4, 1.7,,,0,0,1024,1024,1024,1024,0,0,0,0,318.5,-7.3,0,97,4.165,4.175,4.174,4.178,0,0,12.823,83.48,133.77558138056,47.244096,31,Sport,
