time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
2100,2025-08-04 09:24:16,43.5567651022072,-5.62078883898771,0,,,86.203813125976,0,0,0.00285991478968,0.036815617976,24,5,16.977,86.203813125976,0,0,0.0151749676772,0,0,0,310.9, 2.9, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.276,4.276,4.258,4.276,0,0,4.761,83.48,86.203813125976,0,10,Assisted_Takeoff,
2300,2025-08-04 09:24:16,43.5567650892153,-5.62078881164124,0,,,86.203813125976,0,0,0.0114947182156,0.045461287544,24,5,16.977,86.203813125976,0,0,0.0151749676772,0,0,0,310.9, 2.9, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.276,4.276,4.258,4.276,0,0,4.761,83.48,86.203813125976,0,10,Assisted_Takeoff,
2500,2025-08-04 09:24:16,43.5567650925958,-5.62078878196488,0,,,86.203813125976,0,0,0.0180947184268,0.053404201184,24,5,16.977,86.203813125976,0,0,0.0180947184268,0,0,0,310.9, 2.9, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.276,4.276,4.258,4.276,0,0,4.761,83.48,86.203813125976,0,10,Assisted_Takeoff,
2700,2025-08-04 09:24:16,43.5567651078001,-5.62078875907859,0,,,86.203813125976,0,0,0.0233512474664,0.061613190948,24,5,16.977,86.203813125976,0,0,0.0233512474664,0,0,0,311, 2.9, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.276,4.276,4.258,4.276,0,0,4.761,83.48,86.203813125976,0,10,Assisted_Takeoff,
2900,2025-08-04 09:24:17,43.5567651199967,-5.62078873887807,0,,,86.203813125976,0,0,0.029071851324,0.068565290908,24,5,16.977,86.203813125976,0,0,0.029071851324,0,0,0,310.9, 2.9, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.276,4.276,4.258,4.276,0,0,4.761,83.48,86.203813125976,0,10,Assisted_Takeoff,"Cambiado al modo-S (Sport)."
3100,2025-08-04 09:24:17,43.5567651286431,-5.62078872795297,0,,,86.203813125976,0,0,0.0325394039284,0.072842522016,24,5,17.092,86.203813125976,0,0,0.0325394039284,0,0,0,310.9, 2.9, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.279,4.279,4.259,4.278,0,0,2.086,83.48,86.203813125976,0,10,Assisted_Takeoff,
3300,2025-08-04 09:24:17,43.5567651231811,-5.62078874636195,0,,,86.203813125976,0,0,0.0273457357832,0.07810203662,24,5,17.092,86.203813125976,0,0,0.0325394039284,0,0,0,310.9, 2.9, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.279,4.279,4.259,4.278,0,0,2.086,83.48,86.203813125976,0,10,Assisted_Takeoff,
3500,2025-08-04 09:24:17,43.5567651239203,-5.62078874958639,0,,,86.203813125976,0,0,0.0265743774908,0.078996393604,24,5,17.092,86.203813125976,0,0,0.0325394039284,0,0,0,310.9, 2.9, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.279,4.279,4.259,4.278,0,0,2.086,83.48,86.203813125976,0,10,Assisted_Takeoff,
3700,2025-08-04 09:24:17,43.556765125622,-5.62078878123257,0,,,86.203813125976,0,0,0.0187467525684,0.08738681382,24,5,17.092,86.203813125976,0,0,0.0325394039284,0,0,0,310.9, 2.9, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.279,4.279,4.259,4.278,0,0,2.086,83.48,86.203813125976,0,10,Assisted_Takeoff,
3900,2025-08-04 09:24:18,43.5567651278719,-5.62078878943797,0,,,86.203813125976,0,0,0.0170876973972,0.0897063677,24,5,17.092,86.203813125976,0,0,0.0325394039284,0,0,0,311, 2.8, 2.2,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.279,4.279,4.259,4.278,0,0,2.086,83.48,86.203813125976,0,10,Assisted_Takeoff,
4100,2025-08-04 09:24:18,43.5567651043904,-5.62078883866347,0,,,86.203813125976,0,0,0.00251657160284,0.105288389196,24,5,17.091,86.203813125976,0,0,0.0325394039284,0,0,0,311, 2.8, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.279,4.279,4.26,4.278,0,0,2.021,83.48,86.203813125976,0,10,Assisted_Takeoff,
4300,2025-08-04 09:24:18,43.556765124776,-5.62078882370043,0,,,86.203813125976,0,0,0.0089790685288,0.113712602064,24,5,17.091,86.203813125976,0,0,0.0325394039284,0,0,0,311, 2.8, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.279,4.279,4.26,4.278,0,0,2.021,83.48,86.203813125976,0,10,Assisted_Takeoff,
4500,2025-08-04 09:24:18,43.5567651996932,-5.62078878361261,0,,,86.203813125976,0,0,0.037743439528,0.143029532136,24,5,17.091,86.203813125976,0,0,0.037743439528,0,0,0,311, 2.8, 2.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.279,4.279,4.26,4.278,0,0,2.021,83.48,86.203813125976,0,10,Assisted_Takeoff,
4700,2025-08-04 09:24:18,43.5567652299972,-5.62078876443699,0,,,86.203813125976,0,0,0.049901904484,0.155192918352,24,5,17.091,86.203813125976,0,0,0.049901904484,0,0,0,311, 2.8, 2.1,,,0,0,1319,1024,1024,1024,45,0,0,0,310.9,0,0,100,4.279,4.279,4.26,4.278,0,0,2.021,83.48,86.203813125976,0,10,Assisted_Takeoff,
4900,2025-08-04 09:24:19,43.556765246167,-5.62078877602025,0,,,86.203813125976,0,0,0.054119424304,0.161839900192,24,5,17.091,86.203813125976,0,0,0.054119424304,0,0,0,311, 2.8, 2.2,,,0,0,1682,1024,1024,1024,100,0,0,0,310.9,0,0,100,4.279,4.279,4.26,4.278,0,0,2.021,83.48,86.203813125976,0,10,Assisted_Takeoff,
5100,2025-08-04 09:24:19,43.5567652386128,-5.62078878060258,0,,,86.203813125976,0,0,0.051114174864,0.16485072706,24,5,17.091,86.203813125976,0,0,0.054119424304,0,0,0,311.1, 2.6, 2.2,,,0,0,1679,1024,1024,1024,99,0,0,0,310.9,0,0,100,4.279,4.278,4.259,4.277,0,0,2.015,83.48,86.203813125976,0,10,Assisted_Takeoff,
5300,2025-08-04 09:24:19,43.5567652128329,-5.62078878020705,0,,,86.203813125976,0,0,0.04245571002,0.17425689534,24,5,17.091,86.203813125976,0,0,0.054119424304,0,0,0,310.9, -1.6, 2.1,,,0,0,1680,1024,1024,1024,99,0,0,0,310.9,0,0,100,4.279,4.278,4.259,4.277,0,0,2.015,83.48,86.203813125976,0,10,Assisted_Takeoff,
5500,2025-08-04 09:24:19,43.5567654068907,-5.62078887752822,0,,,86.203813125976,0.328084,0.3131716,0.109652562564,0.249589903,24,5,17.091,86.203813125976,0,0.3131716,0.109652562564,0.223694,-0.223694,-0.894776,310.7, -2.7, -0.1,,,0,0,1680,1024,1024,1024,99,0,0,0,310.9,0,0,100,4.279,4.278,4.259,4.277,0,0,2.015,83.48,86.203813125976,0,31,Sport,
5700,2025-08-04 09:24:19,43.5567657361124,-5.62078926424966,0.328084,,,86.531897125976,0.656168,0.3131716,0.254575795548,0.4073326902,24,5,17.091,86.531897125976,0.328084,0.3131716,0.254575795548,0.223694,-0.223694,-2.23694,310.8, 4.1, -1.3,,,0,0,1680,1024,1024,1024,99,0,0,0,310.9,0,0,100,4.279,4.278,4.259,4.277,0,0,2.015,83.48,86.531897125976,0.328084,31,Sport,
5900,2025-08-04 09:24:20,43.5567658963411,-5.62078953477849,1.312336,,,87.516149125976,1.64042,0,0.3405019794,0.49971130208,26,5,17.091,87.516149125976,1.312336,0.3131716,0.3405019794,0,0,-3.802798,310.7, 3.3, 0,,,0,0,1680,1024,1024,1024,99,0,0,0,310.9,0,0,100,4.279,4.278,4.259,4.277,0,0,2.015,83.48,87.516149125976,1.312336,31,Sport,
6100,2025-08-04 09:24:20,43.5567659489679,-5.62078958009422,2.952756,,,89.156569125976,2.952756,0,0.36313321372,0.52234581724,26,5,17.044,89.156569125976,2.952756,0.3131716,0.36313321372,0,0,-5.59235,310.9, 2.4, 0,,,0,0,1680,1024,1024,1024,99,0,0,0,310.9,0,0,100,4.218,4.212,4.187,4.202,0,0,2.638,83.48,89.156569125976,2.952756,31,Sport,
6300,2025-08-04 09:24:20,43.5567658889675,-5.62078937541097,4.92126,,,91.125073125976,5.249344,0,0.317581046908,0.5807250842,26,5,17.044,91.125073125976,4.92126,0.3131716,0.36313321372,0,0,-7.82929,311.3, 0.8, 0.4,,,0,0,1677,1024,1024,1024,99,0,0,0,310.9,0,0,100,4.218,4.212,4.187,4.202,0,0,2.638,83.48,91.125073125976,4.92126,31,Sport,
6500,2025-08-04 09:24:20,43.5567658432977,-5.62078897630725,7.874016,,,94.077829125976,7.874016,0,0.27073983806,0.68755579628,26,5,17.044,94.077829125976,7.874016,0.3131716,0.36313321372,0,0,-9.842536,312.1, 0.2, -0.2,,,0,0,1625,1024,1024,1024,91,0,0,0,310.9,0,0,100,4.218,4.212,4.187,4.202,0,0,2.638,83.48,94.077829125976,7.874016,31,Sport,
6700,2025-08-04 09:24:20,43.556765782663,-5.62078874059426,10.498688,,,96.702501125976,11.154856,0,0.248075467256,0.75368768816,26,5,17.044,96.702501125976,10.498688,0.3131716,0.36313321372,0,0,-12.079476,312.5, 0.2, -0.6,,,0,0,1497,1024,1024,1024,72,0,0,0,310.9,0,0,100,4.218,4.212,4.187,4.202,0,0,2.638,83.48,96.702501125976,10.498688,31,Sport,
6900,2025-08-04 09:24:21,43.5567655602491,-5.62078858393323,14.76378,,,100.96759312598,14.76378,0,0.179392394192,0.84479661496,26,5,17.044,100.96759312598,14.76378,0.3131716,0.36313321372,0,0,-13.197946,312.6, -0.8, 0.2,,,0,0,1532,1024,1024,1024,77,0,0,0,310.9,0,0,100,4.218,4.212,4.187,4.202,0,0,2.638,83.48,100.96759312598,14.76378,31,Sport,
7100,2025-08-04 09:24:21,43.5567653460733,-5.62078849978604,18.700788,,,104.90460112598,18.372704,0,0.126673888568,0.92604333672,25,5,16.608,104.90460112598,18.700788,0.3131716,0.36313321372,0,0,-12.079476,312.5, -1.7, 1.3,,,0,0,1625,1024,1024,1024,91,0,0,0,310.9,0,0,100,4.123,4.124,4.1,4.118,0,0,13.69,83.3,104.90460112598,18.700788,31,Sport,
7300,2025-08-04 09:24:21,43.556765048271,-5.62078855002579,22.637796,,,108.84160912598,21.981628,0,0.081505580036,1.03550528248,25,5,16.608,108.84160912598,22.637796,0.3131716,0.36313321372,0,0,-12.079476,312.4, -2.2, 2,,,0,0,1514,1024,1024,1024,74,0,0,0,310.9,0,0,100,4.123,4.124,4.1,4.118,0,0,13.69,83.3,108.84160912598,22.637796,31,Sport,
7500,2025-08-04 09:24:21,43.5567649466345,-5.62078868965104,26.902888,,,113.10670112598,25.590552,0,0.071895015424,1.08783139964,24,5,16.608,113.10670112598,26.902888,0.3131716,0.36313321372,0,0,-13.42164,312.5, -1, 2.2,,,0,0,1140,1024,1024,1024,18,0,0,0,310.9,0,0,100,4.123,4.124,4.1,4.118,0,0,13.69,83.3,113.10670112598,26.902888,31,Sport,
7700,2025-08-04 09:24:21,43.5567648635855,-5.62078891482364,30.511812,,,116.71562512598,29.52756,0,0.090632876916,1.15463586372,24,5,16.608,116.71562512598,30.511812,0.3131716,0.36313321372,0,0,-12.30317,312.6, 0, 2.7,,,0,0,1024,1024,1024,1061,0,0,0,6,310.9,0,0,100,4.123,4.124,4.1,4.118,0,0,13.69,83.3,116.71562512598,30.511812,31,Sport,
7900,2025-08-04 09:24:22,43.5567648504608,-5.62078902112447,33.464568,,,119.66838112598,32.8084,0,0.104309714624,1.18314636332,24,5,16.608,119.66838112598,33.464568,0.3131716,0.36313321372,0,0,-10.289924,312.6, -1.5, 1.9,,,0,0,1024,1024,1099,1422,0,0,11,60,310.9,0,0,100,4.123,4.124,4.1,4.118,0,0,13.69,83.3,119.66838112598,33.464568,31,Sport,
8100,2025-08-04 09:24:22,43.5567648923077,-5.62078910406537,36.08924,,,122.29305312598,35.761156,0,0.103680121428,1.20986880512,25,5,16.688,122.29305312598,36.08924,0.3131716,0.36313321372,0,0,-8.052984,312.4, -1.4, 9.7,,,0,0,1024,1024,1288,1445,0,0,40,64,310.9,0,0,100,4.128,4.135,4.11,4.173,0,0,14.625,83.3,122.29305312598,36.08924,31,Sport,
8300,2025-08-04 09:24:22,43.5567650750032,-5.62078896139005,38.057744,,,124.26155712598,37.72966,0.223694,0.0323424222948,1.28646001492,24,5,16.688,124.26155712598,38.057744,0.3131716,0.36313321372,0.223694,0,-5.59235,311.3, -6.2, 26,,,0,0,1024,1024,1468,1598,0,0,67,87,310.9,0,0,100,4.128,4.135,4.11,4.173,0,0,14.625,83.3,124.26155712598,38.057744,31,Sport,
8500,2025-08-04 09:24:22,43.5567658303341,-5.62078837227478,39.37008,,,125.57389312598,38.713912,1.4092722,0.29223426132,1.60301514316,27,5,16.688,125.57389312598,39.37008,1.4092722,0.36313321372,1.342164,0.447388,-2.908022,308.6, -13.4, 32.1,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.128,4.135,4.11,4.173,0,0,14.625,83.3,125.57389312598,39.37008,31,Sport,
8700,2025-08-04 09:24:22,43.5567674315673,-5.62078743441565,39.37008,,,125.57389312598,39.041996,2.6172198,0.92670934724,2.23767395612,26,5,16.688,125.57389312598,39.37008,2.6172198,0.92670934724,2.460634,0.894776,-0.671082,309.2, -18.1, 29.8,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.128,4.135,4.11,4.173,0,0,14.625,83.3,125.57389312598,39.37008,31,Sport,
8900,2025-08-04 09:24:23,43.5567704429288,-5.62078568035207,39.041996,,,125.24580912598,39.041996,4.6752046,2.11921266624,3.4302494536,27,5,16.688,125.57389312598,39.37008,4.6752046,2.11921266624,4.47388,1.342164,0,312.7, -12.9, 19.6,,,0,0,1024,1024,1121,1024,0,0,15,0,310.9,0,0,100,4.128,4.135,4.11,4.173,0,0,14.625,83.3,125.24580912598,39.041996,31,Sport,
9100,2025-08-04 09:24:23,43.5567746381422,-5.62078385595915,39.041996,,,125.24580912598,39.041996,5.3239172,3.7193898828,5.0350723396,25,5,16.917,125.57389312598,39.37008,5.3239172,3.7193898828,5.144962,1.342164,0,308.6, 2.2, -7.9,,,0,0,1024,1024,1273,1024,0,0,38,0,310.9,0,0,100,4.232,4.238,4.218,4.236,0,0,6.719,83.66,125.24580912598,39.041996,31,Sport,
9300,2025-08-04 09:24:23,43.556778470282,-5.62078420951242,38.713912,,,124.91772512598,39.041996,4.026492,5.027395174,6.436351912,25,5,16.917,125.57389312598,39.37008,5.3239172,5.027395174,4.026492,0.223694,0,302.4, -1.3, -12.1,,,0,0,1024,1024,1351,1024,0,0,50,0,310.9,0,0,100,4.232,4.238,4.218,4.236,0,0,6.719,83.66,124.91772512598,38.713912,31,Sport,
9500,2025-08-04 09:24:23,43.5567815785371,-5.62078356427084,38.713912,,,124.91772512598,39.041996,3.131716,6.169783662,7.583169534,25,5,16.917,125.57389312598,39.37008,5.3239172,6.169783662,3.131716,0,0,309.2, -11.8, -6.2,,,0,0,1024,1024,1401,1024,0,0,57,0,310.9,0,0,100,4.232,4.238,4.218,4.236,0,0,6.719,83.66,124.91772512598,38.713912,31,Sport,
9700,2025-08-04 09:24:23,43.556784684236,-5.62078272114282,38.713912,,,124.91772512598,39.041996,3.4225182,7.3240487908,8.7379924056,25,5,16.917,125.57389312598,39.37008,5.3239172,7.3240487908,3.35541,-0.671082,0,310.5, -19.3, -0.7,,,0,0,1024,1024,1641,1024,0,0,93,0,310.9,0,0,100,4.232,4.238,4.218,4.236,0,0,6.719,83.66,124.91772512598,38.713912,31,Sport,
9900,2025-08-04 09:24:24,43.5567878121482,-5.62078425372498,39.041996,,,125.24580912598,39.041996,4.697574,8.3724740212,9.9490160664,25,5,16.917,125.57389312598,39.37008,5.3239172,8.3724740212,4.250186,-2.013246,0,312, -23.1, 2.6,,,0,0,1024,1024,1684,1024,0,0,100,0,310.9,0,0,100,4.232,4.238,4.218,4.236,0,0,6.719,83.66,125.24580912598,39.041996,31,Sport,
10100,2025-08-04 09:24:24,43.5567918367514,-5.62078711331451,39.041996,,,125.24580912598,39.041996,6.6437118,9.7630580552,11.6006237308,26,5,16.782,125.57389312598,39.37008,6.6437118,9.7630580552,5.59235,-3.579104,0,311.6, -31.5, 3.2,,,0,0,1024,1024,1684,1024,0,0,100,0,310.9,0,0,100,4.195,4.197,4.177,4.197,0,0,7.547,83.84,125.24580912598,39.041996,31,Sport,
10300,2025-08-04 09:24:24,43.556797148418,-5.62079235764585,39.041996,,,125.24580912598,39.041996,9.1267152,11.727034496,13.9835634396,24,5,16.782,125.57389312598,39.37008,9.1267152,11.727034496,7.381902,-5.368656,0,312.1, -34.4, 2.2,,,0,0,1024,1024,1684,1024,0,0,100,0,310.9,0,0,100,4.195,4.197,4.177,4.197,0,0,7.547,83.84,125.24580912598,39.041996,31,Sport,
10500,2025-08-04 09:24:24,43.5568043316641,-5.62079967885911,39.37008,,,125.57389312598,39.041996,11.7663044,14.5947839316,17.2417328352,24,5,16.782,125.57389312598,39.37008,11.7663044,14.5947839316,9.171454,-7.381902,0,313, -34.2, 2.7,,,0,0,1024,1024,1684,1024,0,0,100,0,310.9,0,0,100,4.195,4.197,4.177,4.197,0,0,7.547,83.84,125.57389312598,39.37008,31,Sport,
10700,2025-08-04 09:24:24,43.5568128754266,-5.62080911263483,39.37008,,,125.57389312598,39.041996,13.980875,18.2333011084,21.2340229892,23,5,16.782,125.57389312598,39.37008,13.980875,18.2333011084,10.737312,-8.94776,0,313.2, -34.2, 3.4,,,0,0,1024,1024,1684,1024,0,0,100,0,310.9,0,0,100,4.195,4.197,4.177,4.197,0,0,7.547,83.84,125.57389312598,39.37008,31,Sport,
10900,2025-08-04 09:24:25,43.556823532473,-5.62082086404553,39.37008,,,125.57389312598,39.041996,16.1507068,22.9358275056,26.2112213112,25,5,16.782,125.57389312598,39.37008,16.1507068,22.9358275056,12.079476,-10.737312,0,315.2, -34.2, 3.5,,,0,0,1024,1024,1643,1037,0,0,94,2,310.9,0,0,100,4.195,4.197,4.177,4.197,0,0,7.547,83.84,125.57389312598,39.37008,31,Sport,
11100,2025-08-04 09:24:25,43.5568327596945,-5.62083109929024,39.37008,,,125.57389312598,39.041996,18.2981692,27.0934063788,30.5306440216,25,5,16.685,125.57389312598,39.37008,18.2981692,27.0934063788,14.987498,-10.513618,0,320.4, -34.3, 3.1,,,0,0,1024,1024,1360,1684,0,0,51,100,310.9,0,0,100,4.167,4.17,4.149,4.168,0,0,9.229,83.84,125.57389312598,39.37008,31,Sport,
11300,2025-08-04 09:24:25,43.5568474981696,-5.6208440533537,39.698164,,,125.90197712598,39.041996,20.356154,33.416667736,36.90616916,26,5,16.685,125.90197712598,39.698164,20.356154,33.416667736,16.553356,-11.855782,0,316.6, -28.6, 15.7,,,0,0,1024,1024,1293,1684,0,0,41,100,310.9,0,0,100,4.167,4.17,4.149,4.168,0,0,9.229,83.84,125.90197712598,39.698164,31,Sport,"Flying over water."
11500,2025-08-04 09:24:25,43.5568598785725,-5.62085587875733,39.698164,,,125.90197712598,39.041996,21.6088404,38.85498812,42.399607656,25,5,16.685,125.90197712598,39.698164,21.6088404,38.85498812,18.342908,-11.408394,0,317.9, -11.6, 31.8,,,0,0,1024,1024,1269,1191,0,0,37,25,310.9,0,0,100,4.167,4.17,4.149,4.168,0,0,9.229,83.84,125.90197712598,39.698164,31,Sport,
11700,2025-08-04 09:24:25,43.5568773034113,-5.62086971780054,39.698164,,,125.90197712598,39.041996,21.7206874,46.18274426,49.734909728,26,5,16.685,125.90197712598,39.698164,21.7206874,46.18274426,19.685072,-9.171454,-0.223694,318.9, -3.2, 32,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.167,4.17,4.149,4.168,0,0,9.229,83.84,125.90197712598,39.698164,31,Sport,
11900,2025-08-04 09:24:26,43.5568948947894,-5.62088101842199,39.698164,,,125.90197712598,39.041996,21.362777,53.2562353,56.814634364,28,5,16.685,125.90197712598,39.698164,21.7206874,53.2562353,19.685072,-8.276678,-0.223694,317.6, 3.9, 12.4,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.167,4.17,4.149,4.168,0,0,9.229,83.84,125.90197712598,39.698164,31,Sport,
12100,2025-08-04 09:24:26,43.5569133948045,-5.62089201381459,40.026248,,,126.23006112598,39.041996,20.0653518,60.590225036,64.163715964,26,5,16.588,126.23006112598,40.026248,21.7206874,60.590225036,18.566602,-7.605596,-0.223694,314.7, 21.3, -11.1,,,0,0,1024,1024,1024,1098,0,0,0,11,310.9,0,0,100,4.177,4.179,4.162,4.185,0,0,11.542,83.84,126.23006112598,40.026248,31,Sport,
12300,2025-08-04 09:24:26,43.5569280266064,-5.62090002735747,40.026248,,,126.23006112598,39.041996,17.3586544,66.312666164,69.907154468,26,5,16.588,126.23006112598,40.026248,21.7206874,66.312666164,16.105968,-6.487126,0,316.1, 27, -20.9,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.177,4.179,4.162,4.185,0,0,11.542,83.84,126.23006112598,40.026248,31,Sport,
12500,2025-08-04 09:24:26,43.5569392011447,-5.62090721599436,40.026248,,,126.23006112598,39.041996,14.204569,70.810041636,74.405514192,26,5,16.588,126.23006112598,40.026248,21.7206874,70.810041636,12.750558,-6.263432,0,317.1, 32, -17.2,,,0,0,1024,1024,1024,1024,0,0,0,0,310.9,0,0,100,4.177,4.179,4.162,4.185,0,0,11.542,83.84,126.23006112598,40.026248,31,Sport,
