time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
13500,2025-07-30 08:19:10,43.5567618146367,-5.62078627295675,30.183728,,,116.71521338056,29.52756,0,0.086031498816,0.86194556564,24,5,16.383,116.71521338056,30.183728,0.447388,0.273007554668,0,0,-13.42164,299.8, -0.8, 0,0,0,1642,1024,1024,1024,94,0,0,0,300,0,0,94,4.125,4.09,4.069,4.067,0,0,14.773,83.84,116.71521338056,30.183728,6,P-GPS,
13700,2025-07-30 08:19:10,43.5567619758159,-5.62078610139888,34.44882,,,120.98030538056,33.464568,0,0.147447839364,0.93621394072,24,5,16.383,120.98030538056,34.44882,0.447388,0.273007554668,0,0,-13.42164,299.9, -0.6, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,300,0,0,94,4.125,4.09,4.069,4.067,0,0,14.773,83.84,120.98030538056,34.44882,6,P-GPS,
13900,2025-07-30 08:19:10,43.5567620752394,-5.62078588508082,38.057744,,,124.58922938056,37.401576,0,0.21500000688,1.00394360168,24,5,16.383,124.58922938056,38.057744,0.447388,0.273007554668,0,0,-12.30317,299.9, -0.8, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,300,0,0,94,4.125,4.09,4.069,4.067,0,0,14.773,83.84,124.58922938056,38.057744,6,P-GPS,
14100,2025-07-30 08:19:10,43.5567621770184,-5.62078570120142,41.338584,,,127.87006938056,40.682416,0,0.275664706984,1.06512142516,24,5,16.383,127.87006938056,41.338584,0.447388,0.275664706984,0,0,-10.06623,299.9, -0.5, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,300,0,0,94,4.125,4.09,4.069,4.067,0,0,14.773,83.84,127.87006938056,41.338584,6,P-GPS,
14300,2025-07-30 08:19:10,43.556762228648,-5.62078540975069,43.963256,,,130.49474138056,43.307088,0,0.3522637908,1.14444885552,24,5,16.296,130.49474138056,43.963256,0.447388,0.3522637908,0,0,-7.605596,299.9, -0.8, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,300,0,0,94,4.142,4.148,4.149,4.155,0,0,13.62,84.02,130.49474138056,43.963256,6,P-GPS,
14500,2025-07-30 08:19:11,43.556762335432,-5.62078515519646,45.93176,,,132.46324538056,43.307088,0,0.42994423948,1.22221788688,24,5,16.296,132.46324538056,45.93176,0.447388,0.42994423948,0,0,-5.144962,299.9, -1.1, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,300,0,0,94,4.142,4.148,4.149,4.155,0,0,13.62,84.02,132.46324538056,45.93176,6,P-GPS,
14700,2025-07-30 08:19:11,43.5567624021495,-5.62078486450066,46.916012,,,133.44749738056,43.307088,0,0.50953413704,1.30284124904,24,5,16.296,133.44749738056,46.916012,0.447388,0.50953413704,0,0,-2.460634,299.9, -1.2, -0.8,0,0,1024,1024,1295,1024,0,0,41,0,300,0,0,94,4.142,4.148,4.149,4.155,0,0,13.62,84.02,133.44749738056,46.916012,6,P-GPS,
14900,2025-07-30 08:19:11,43.556762455702,-5.62078465612741,46.916012,,,133.44749738056,43.307088,0,0.56765421764,1.36129925616,24,5,16.296,133.44749738056,46.916012,0.447388,0.56765421764,0,0,-0.447388,299.9, -1.9, -1.4,0,0,1024,1024,1684,1024,0,0,100,0,300,0,0,94,4.142,4.148,4.149,4.155,0,0,13.62,84.02,133.44749738056,46.916012,6,P-GPS,
15100,2025-07-30 08:19:11,43.5567625067864,-5.62078456507306,46.587928,,,133.11941338056,43.307088,0,0.59742784064,1.39174545136,24,5,16.296,133.44749738056,46.916012,0.447388,0.59742784064,0,0,0,299.9, -8.7, -1,0,0,1024,1024,1684,1034,0,0,100,2,300,0,0,94,4.142,4.148,4.149,4.155,0,0,13.62,84.02,133.11941338056,46.587928,6,P-GPS,
15300,2025-07-30 08:19:11,43.5567627948672,-5.62078507491324,46.259844,,,132.79132938056,43.307088,1.006623,0.5443405686,1.5626804962,24,5,16.671,133.44749738056,46.916012,1.006623,0.59742784064,0.447388,-0.894776,0,300.2, -23.5, -1,0,0,1024,1024,1684,1042,0,0,100,3,300,0,0,94,4.129,4.132,4.13,4.131,0,0,4.54,84.38,132.79132938056,46.259844,6,P-GPS,
15500,2025-07-30 08:19:12,43.5567638198739,-5.6207872743502,46.259844,,,132.79132938056,43.307088,3.1093466,0.76201117924,2.25408799864,24,5,16.671,133.44749738056,46.916012,3.1093466,0.76201117924,1.565858,-2.684328,0,300.1, -28.8, -1,0,0,1024,1024,1684,1024,0,0,100,0,300,0,0,94,4.129,4.132,4.13,4.131,0,0,4.54,84.38,132.79132938056,46.259844,6,P-GPS,
15700,2025-07-30 08:19:12,43.5567656406765,-5.62079149027721,46.259844,,,132.79132938056,43.307088,5.4133948,1.91000990364,3.5517389588,24,5,16.671,133.44749738056,46.916012,5.4133948,1.91000990364,2.684328,-4.697574,0,300.1, -28.8, -0.9,0,0,1024,1024,1137,1024,0,0,17,0,300,0,0,94,4.129,4.132,4.13,4.131,0,0,4.54,84.38,132.79132938056,46.259844,6,P-GPS,
15900,2025-07-30 08:19:12,43.5567688612351,-5.62079757902538,46.259844,,,132.79132938056,43.307088,7.5161184,3.8843833264,5.5448164504,24,5,16.671,133.44749738056,46.916012,7.5161184,3.8843833264,3.802798,-6.487126,0,302.2, -27, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,300,0,0,94,4.129,4.132,4.13,4.131,0,0,4.54,84.38,132.79132938056,46.259844,6,P-GPS,
16100,2025-07-30 08:19:12,43.5567729272831,-5.6208053693945,46.587928,,,133.11941338056,43.307088,8.9924988,6.4147639848,8.0832351668,24,5,16.671,133.44749738056,46.916012,8.9924988,6.4147639848,5.144962,-7.381902,-0.223694,304.8, -10.3, -1.6,0,0,1024,1024,1024,1551,0,0,0,80,300,0,0,94,4.129,4.132,4.13,4.131,0,0,4.54,84.38,133.11941338056,46.587928,6,P-GPS,
16300,2025-07-30 08:19:12,43.5567783135764,-5.62081373594759,46.916012,,,133.44749738056,43.307088,8.4556332,9.3720803524,11.0422247628,24,5,16.402,133.44749738056,46.916012,8.9924988,9.3720803524,5.144962,-6.71082,-0.223694,305.7, 21.3, -1.7,0,0,1024,1024,1024,1684,0,0,0,100,300,0,0,94,4.106,4.113,4.116,4.11,0,0,9.048,84.38,133.44749738056,46.916012,6,P-GPS,
16500,2025-07-30 08:19:13,43.5567823391079,-5.62082052056657,47.244096,,,133.77558138056,43.307088,6.3529096,11.6903875132,13.3606303488,24,5,16.402,133.77558138056,47.244096,8.9924988,11.6903875132,4.026492,-4.921268,0,308.6, 19.4, 12.9,0,0,1024,1024,1024,1057,0,0,0,5,300,0,0,94,4.106,4.113,4.116,4.11,0,0,9.048,84.38,133.77558138056,47.244096,6,P-GPS,
16700,2025-07-30 08:19:13,43.5567865063645,-5.62082449058901,47.244096,,,133.77558138056,43.307088,5.5252418,13.4798888828,15.2082025864,24,5,16.402,133.77558138056,47.244096,8.9924988,13.4798888828,4.697574,-2.908022,0,304.9, 6.2, 21.5,0,0,1024,1024,1024,1024,0,0,0,0,300,0,0,94,4.106,4.113,4.116,4.11,0,0,9.048,84.38,133.77558138056,47.244096,6,P-GPS,
16900,2025-07-30 08:19:13,43.5567908775495,-5.62082671076032,47.57218,,,134.10366538056,43.307088,5.59235,15.0040687216,16.907644898,24,5,16.402,134.10366538056,47.57218,8.9924988,15.0040687216,5.368656,-1.565858,0,305.3, 3.9, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,300,0,0,94,4.106,4.113,4.116,4.11,0,0,9.048,84.38,134.10366538056,47.57218,6,P-GPS,
17100,2025-07-30 08:19:13,43.5567949266483,-5.62082731685211,47.57218,,,134.10366538056,43.307088,4.5633576,16.1890753212,18.3936357592,24,5,16.402,134.10366538056,47.57218,8.9924988,16.1890753212,4.47388,-0.894776,0,305.4, 20.7, -16.5,0,0,1024,1024,1024,1024,0,0,0,0,300,0,0,94,4.106,4.113,4.116,4.11,0,0,9.048,84.38,134.10366538056,47.57218,6,P-GPS,
17300,2025-07-30 08:19:13,43.556797348163,-5.62082784989942,47.57218,,,134.10366538056,43.307088,2.0579848,16.9494427996,19.2882880188,24,5,16.402,134.10366538056,47.57218,8.9924988,16.9494427996,2.013246,-0.447388,0,307.7, 17.6, -15.4,0,0,1024,1432,1024,1024,0,62,0,0,300,0,0,94,4.106,4.113,4.116,4.11,0,0,9.048,84.38,134.10366538056,47.57218,6,P-GPS,
17500,2025-07-30 08:19:14,43.5567979507839,-5.62082740587814,47.57218,,,134.10366538056,43.307088,0.447388,17.0437669496,19.5375334336,24,5,16.445,134.10366538056,47.57218,8.9924988,17.0437669496,0.447388,0,0,310.6, 6.8, -6.6,0,0,1024,1024,1024,1024,0,0,0,0,300.3,0,0,94,4.106,4.112,4.113,4.117,0,0,8.716,84.56,134.10366538056,47.57218,6,P-GPS,
17700,2025-07-30 08:19:14,43.5567979403661,-5.62082724740319,47.900264,,,134.43174938056,43.307088,0,17.0143050064,19.5795938024,24,5,16.445,134.43174938056,47.900264,8.9924988,17.0437669496,0,0,0,313, 1.3, -2.4,0,0,1024,1165,1024,1024,0,21,0,0,307.1,0,0,94,4.106,4.112,4.113,4.117,0,0,8.716,84.56,134.43174938056,47.900264,6,P-GPS,
17900,2025-07-30 08:19:14,43.5567968951424,-5.62082730604327,47.900264,,,134.43174938056,43.307088,0.223694,16.7303811128,19.9612539196,24,5,16.445,134.43174938056,47.900264,8.9924988,17.0437669496,-0.223694,0,0,317.2, -1, 0.5,0,0,993,1119,1024,1024,-5,14,0,0,308.3,0,0,94,4.106,4.112,4.113,4.117,0,0,8.716,84.56,134.43174938056,47.900264,6,P-GPS,
18100,2025-07-30 08:19:14,43.5567963499247,-5.62082737793221,47.900264,,,134.43174938056,43.307088,0,16.5909454128,20.161089884,24,5,16.445,134.43174938056,47.900264,8.9924988,17.0437669496,0,0,0,319.6, -1.6, 1.2,0,0,1024,1580,1024,1024,0,84,0,0,314,0,0,94,4.106,4.112,4.113,4.117,0,0,8.716,84.56,134.43174938056,47.900264,6,P-GPS,
18300,2025-07-30 08:19:15,43.5567958596423,-5.62082771549534,47.900264,,,134.43174938056,43.307088,0,16.5140425232,20.3609914652,24,5,16.445,134.43174938056,47.900264,8.9924988,17.0437669496,0,0,0,324.2, -1.4, 1.4,0,0,1024,1119,1024,1024,0,14,0,0,316.1,0,0,94,4.106,4.112,4.113,4.117,0,0,8.716,84.56,134.43174938056,47.900264,6,P-GPS,
18500,2025-07-30 08:19:15,43.5567957609754,-5.62082774669496,47.900264,,,134.43174938056,43.307088,0,16.4923889792,20.3979337236,24,5,16.445,134.43174938056,47.900264,8.9924988,17.0437669496,0,0,0,328.1, -0.7, 0,0,0,1024,1129,1024,1024,0,16,0,0,320.6,0,0,94,4.106,4.112,4.113,4.117,0,0,8.716,84.56,134.43174938056,47.900264,6,P-GPS,
18700,2025-07-30 08:19:15,43.5567959114827,-5.62082789511853,47.900264,,,134.43174938056,43.307088,0,16.559547774,20.4654206024,24,5,16.466,134.43174938056,47.900264,8.9924988,17.0437669496,0,0,0,331.3, -0.6, -0.9,0,0,1024,1502,1024,1024,0,72,0,0,325.1,0,0,94,4.113,4.117,4.116,4.119,0,0,8.371,84.56,134.43174938056,47.900264,6,P-GPS,
18900,2025-07-30 08:19:15,43.5567960555883,-5.62082783375961,47.900264,,,134.43174938056,43.307088,0,16.5884519744,20.5204402892,24,5,16.466,134.43174938056,47.900264,8.9924988,17.0437669496,0,0,0,335.4, -0.4, -0.8,0,0,1024,1216,1024,1024,0,29,0,0,328.6,0,0,94,4.113,4.117,4.116,4.119,0,0,8.371,84.56,134.43174938056,47.900264,6,P-GPS,
19100,2025-07-30 08:19:15,43.5567963575259,-5.6208278060679,48.228348,,,134.75983338056,43.307088,0,16.666831242,20.6308405552,24,5,16.466,134.75983338056,48.228348,8.9924988,17.0437669496,0,0,0,339.3, -0.3, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,330.8,0,0,94,4.113,4.117,4.116,4.119,0,0,8.371,84.56,134.75983338056,48.228348,6,P-GPS,
19300,2025-07-30 08:19:15,43.5567964703495,-5.62082771320785,48.228348,,,134.75983338056,43.307088,0,16.6819887228,20.6787736276,24,5,16.466,134.75983338056,48.228348,8.9924988,17.0437669496,0,0,0,340, -0.4, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,331.2,0,0,94,4.113,4.117,4.116,4.119,0,0,8.371,84.56,134.75983338056,48.228348,6,P-GPS,
