time(millisecond);Columna1;datetime(utc);latitude;longitude;height_above_takeoff(feet);height_above_ground_at_drone_location(feet);ground_elevation_at_drone_location(feet);altitude_above_seaLevel(feet);height_sonar(feet);speed(mph);distance(feet);mileage(feet);satellites;gpslevel;voltage(v);max_altitude(feet);max_ascent(feet);max_speed(mph);max_distance(feet); xSpeed(mph); ySpeed(mph); zSpeed(mph); compass_heading(degrees); pitch(degrees); roll(degrees);isPhoto;isVideo;rc_elevator;rc_aileron;rc_throttle;rc_rudder;rc_elevator(percent);rc_aileron(percent);rc_throttle(percent);rc_rudder(percent);gimbal_heading(degrees);gimbal_pitch(degrees);gimbal_roll(degrees);battery_percent;voltageCell1;voltageCell2;voltageCell3;voltageCell4;voltageCell5;voltageCell6;current(A);battery_temperature(f);altitude(feet);ascent(feet);flycStateRaw;flycState;message
38800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35607E+13;-5,62157E+14;-33464568;;;5,30669E+13;21981628;216759486;1,46818E+11;14732283936;28;5;16553;9,70302E+13;10498688;335093612;1,46818E+11;2013246;-8052984;223694;3452;20;-196;0;0;671;1024;1684;449;-53;0;100;-87;3419;-99;0;95;415;4136;4149;4147;0;0;8108;8528;5,30669E+13;-33464568;6;P-GPS;
39000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35608E+14;-5,62158E+13;-33792652;;;5,27388E+13;21981628;199982436;1,47369E+11;14790354804;28;5;16553;9,70302E+13;10498688;335093612;1,47369E+11;1789552;-894776;894776;3461;173;-202;0;0;647;1024;1684;433;-57;0;100;-90;3419;-99;0;95;415;4136;4149;4147;0;0;8108;8528;5,27388E+13;-33792652;6;P-GPS;
39200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35608E+14;-5,62159E+14;-3444882;;;5,20827E+13;21981628;189468818;1,47887E+11;1,48462E+11;28;5;16553;9,70302E+13;10498688;335093612;1,47887E+11;16329662;-9618842;2460634;3508;205;-11;0;0;647;1024;1684;392;-57;0;100;-96;3419;-99;0;95;415;4136;4149;4147;0;0;8108;8528;5,20827E+13;-3444882;6;P-GPS;
39400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35608E+14;-5,6216E+13;-35433072;;;5,10984E+13;21981628;174928708;1,48352E+11;1,48984E+11;28;5;16553;9,70302E+13;10498688;335093612;1,48352E+11;14763804;-9395148;4026492;3524;224;145;0;0;653;1024;1684;569;-56;0;100;-69;3419;-99;0;95;415;4136;4149;4147;0;0;8108;8528;5,10984E+13;-35433072;6;P-GPS;
39600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35608E+14;-5,62161E+14;-36745408;;;4,97861E+13;21981628;151440838;1,48782E+11;1,49459E+11;28;5;16647;9,70302E+13;10498688;335093612;1,48782E+11;12974252;-782929;4250186;3532;256;174;0;0;674;1024;1684;773;-53;0;100;-38;3419;-99;0;95;4142;4153;4163;4171;0;0;5569;8582;4,97861E+13;-36745408;6;P-GPS;
39800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35608E+14;-5,62162E+13;-38057744;;;4,84737E+13;21981628;123255394;14915190766;1,49865E+11;28;5;16647;9,70302E+13;10498688;335093612;14915190766;10737312;-6039738;4250186;3522;288;108;0;0;676;1024;1684;897;-53;0;100;-19;3419;-99;0;95;4142;4153;4163;4171;0;0;5569;8582;4,84737E+13;-38057744;6;P-GPS;
40000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35608E+14;-5,62163E+14;-3937008;;;4,71614E+13;21981628;103122934;1494504641;1,50189E+11;28;5;16647;9,70302E+13;10498688;335093612;1494504641;894776;-5144962;3802798;3495;84;38;0;0;676;1024;1684;924;-53;0;100;-15;3419;-99;0;95;4142;4153;4163;4171;0;0;5569;8582;4,71614E+13;-3937008;6;P-GPS;
40200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35608E+14;-5,62163E+14;-40682416;;;4,58491E+13;21981628;100214912;1,49718E+11;1,50475E+11;28;5;16647;9,70302E+13;10498688;335093612;1,49718E+11;8724066;-4921268;3579104;3479;-94;35;0;0;676;1024;1684;992;-53;0;100;-5;3419;-99;0;95;4142;4153;4163;4171;0;0;5569;8582;4,58491E+13;-40682416;6;P-GPS;
40400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35608E+13;-5,62164E+14;-41666668;;;4,48648E+13;21981628;108044202;1,50003E+11;1,50778E+11;28;5;16647;9,70302E+13;10498688;335093612;1,50003E+11;9618842;-4921268;3579104;3484;-205;32;0;0;736;1024;1684;1024;-44;0;100;0;3419;-99;0;95;4142;4153;4163;4171;0;0;5569;8582;4,48648E+13;-41666668;6;P-GPS;
40600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35608E+14;-5,62164E+14;-4265092;;;4,38806E+13;21981628;120123678;1,50318E+11;1,51108E+11;28;5;16505;9,70302E+13;10498688;335093612;1,50318E+11;10961006;-4921268;335541;3483;-25;29;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4129;4105;4129;413;0;0;6742;8564;4,38806E+13;-4265092;6;P-GPS;
40800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35608E+13;-5,62165E+13;-43635172;;;4,28963E+13;21981628;139585056;1,50686E+11;1,51489E+11;29;5;16505;9,70302E+13;10498688;335093612;1,50686E+11;12974252;-5144962;223694;3482;-225;21;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4129;4105;4129;413;0;0;6742;8564;4,28963E+13;-43635172;6;P-GPS;
41000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35609E+14;-5,62166E+14;-43963256;;;4,25682E+13;21981628;155019942;1,51124E+11;1,51938E+11;29;5;16505;9,70302E+13;10498688;335093612;1,51124E+11;1454011;-5368656;447388;3484;-201;18;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4129;4105;4129;413;0;0;6742;8564;4,25682E+13;-43963256;6;P-GPS;
41200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35609E+14;-5,62166E+14;-43963256;;;4,25682E+13;21981628;16553356;1,51609E+11;15243110724;29;5;16505;9,70302E+13;10498688;335093612;1,51609E+11;1565858;-5368656;0;3484;-203;18;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4129;4105;4129;413;0;0;6742;8564;4,25682E+13;-43963256;6;P-GPS;
41400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35609E+14;-5,62167E+13;-43963256;;;4,25682E+13;21981628;174033932;1,52112E+11;1,52941E+11;29;5;16505;9,70302E+13;10498688;335093612;1,52112E+11;16553356;-5368656;0;3484;-215;21;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4129;4105;4129;413;0;0;6742;8564;4,25682E+13;-43963256;6;P-GPS;
41600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35609E+14;-5,62167E+14;-43635172;;;4,28963E+13;21981628;183205386;1,52632E+11;1,53467E+11;29;5;16367;9,70302E+13;10498688;335093612;1,52632E+11;17448132;-559235;0;3483;-231;22;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4113;4096;4112;4114;0;0;9939;8546;4,28963E+13;-43635172;6;P-GPS;
41800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35609E+14;-5,62168E+14;-43635172;;;4,28963E+13;21981628;193942698;1,53144E+11;1,53983E+11;29;5;16367;9,70302E+13;10498688;335093612;1,53144E+11;18566602;-559235;0;3484;-242;18;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4113;4096;4112;4114;0;0;9939;8546;4,28963E+13;-43635172;6;P-GPS;
42000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35609E+14;-5,62169E+14;-43635172;;;4,28963E+13;21981628;20244307;1,53749E+11;1,54594E+11;29;5;16367;9,70302E+13;10498688;335093612;1,53749E+11;19461378;-559235;0;3484;-244;14;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4113;4096;4112;4114;0;0;9939;8546;4,28963E+13;-43635172;6;P-GPS;
42200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35609E+14;-5,62169E+14;-43635172;;;4,28963E+13;21981628;213851464;1,5439E+11;1,55239E+11;29;5;16367;9,70302E+13;10498688;335093612;1,5439E+11;20579848;-5816044;0;3483;-24;15;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4113;4096;4112;4114;0;0;9939;8546;4,28963E+13;-43635172;6;P-GPS;
42400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3561E+13;-5,6217E+14;-43635172;;;4,28963E+13;21981628;22257553;1,55042E+11;1,55895E+11;29;5;16367;9,70302E+13;10498688;335093612;1,55042E+11;21474624;-5816044;0;3484;-235;2;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4113;4096;4112;4114;0;0;9939;8546;4,28963E+13;-43635172;6;P-GPS;
42600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3561E+14;-5,62171E+14;-43635172;;;4,28963E+13;21981628;231075902;15571522808;1,56571E+11;29;5;16432;9,70302E+13;10498688;335093612;15571522808;223694;-5816044;0;3484;-231;15;0;0;1024;1024;1684;1024;0;0;100;0;3419;-99;0;95;4113;4095;4112;4111;0;0;8725;8582;4,28963E+13;-43635172;6;P-GPS;
42800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3561E+14;-5,62171E+14;-43635172;;;4,28963E+13;21981628;239799968;1,5641E+11;1,57269E+11;29;5;16432;9,70302E+13;10498688;335093612;1,5641E+11;23264176;-5816044;0;3484;-229;17;0;0;962;1024;1684;1024;-9;0;100;0;3419;-99;0;95;4113;4095;4112;4111;0;0;8725;8582;4,28963E+13;-43635172;6;P-GPS;
43000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3561E+14;-5,62172E+14;-43635172;;;4,28963E+13;21981628;246958176;15712106802;15798228852;29;5;16432;9,70302E+13;10498688;335093612;15712106802;23935258;-6039738;0;3485;-226;15;0;0;837;1024;1684;1024;-28;0;100;0;3419;-99;0;95;4113;4095;4112;4111;0;0;8725;8582;4,28963E+13;-43635172;6;P-GPS;
43200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3561E+14;-5,62173E+14;-43963256;;;4,25682E+13;21981628;253445302;1,57859E+11;1,58722E+11;29;5;16432;9,70302E+13;10498688;335093612;1,57859E+11;2460634;-6039738;223694;3485;-228;16;0;0;837;1024;1684;1024;-28;0;100;0;3419;-99;0;95;4113;4095;4112;4111;0;0;8725;8582;4,25682E+13;-43963256;6;P-GPS;
43400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35611E+14;-5,62173E+14;-43963256;;;4,25682E+13;21981628;257695488;15860564812;1,59471E+11;29;5;16432;9,70302E+13;10498688;335093612;15860564812;25053728;-6039738;671082;3484;-234;16;0;0;835;1024;1684;1048;-29;0;100;4;3419;-99;0;95;4113;4095;4112;4111;0;0;8725;8582;4,25682E+13;-43963256;6;P-GPS;
43600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35611E+14;-5,62174E+14;-4429134;;;4,22401E+13;21981628;264182614;1593750051;16024278728;29;5;16419;9,70302E+13;10498688;335093612;1593750051;2572481;-6039738;894776;3485;-233;13;0;0;835;1024;1684;1120;-29;0;100;15;3419;-99;0;95;4127;4114;4128;4122;0;0;9263;8582;4,22401E+13;-4429134;6;P-GPS;
43800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35611E+14;-5,62175E+14;-44619424;;;4,19121E+13;21981628;271340822;1,60157E+11;16102690804;29;5;16419;9,70302E+13;10498688;335093612;1,60157E+11;26395892;-6263432;894776;3484;-228;2;0;0;835;1024;1684;1118;-29;0;100;14;3419;-99;0;95;4127;4114;4128;4122;0;0;9263;8582;4,19121E+13;-44619424;6;P-GPS;
44000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35611E+14;-5,62175E+14;-44947508;;;4,1584E+13;21981628;275591008;1,60963E+11;1,61834E+11;29;5;16419;9,70302E+13;10498688;335093612;1,60963E+11;2684328;-6263432;894776;3481;-221;27;0;0;835;1024;1684;1129;-29;0;100;16;3419;-99;0;95;4127;4114;4128;4122;0;0;9263;8582;4,1584E+13;-44947508;6;P-GPS;
44200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35611E+14;-5,62176E+14;-45275592;;;4,12559E+13;21981628;282078134;1,61777E+11;1,62651E+11;29;5;16419;9,70302E+13;10498688;335093612;1,61777E+11;27514362;-6263432;894776;3481;-215;31;0;0;844;1024;1684;1188;-27;0;100;25;3419;-99;0;95;4127;4114;4128;4122;0;0;9263;8582;4,12559E+13;-45275592;6;P-GPS;
44400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35612E+14;-5,62177E+14;-45603676;;;4,09278E+13;21981628;283867686;1,6261E+11;1,63485E+11;29;5;16419;9,70302E+13;10498688;335093612;1,6261E+11;27738056;-6039738;894776;3482;-215;27;0;0;865;1024;1684;1218;-24;0;100;29;3419;-99;0;95;4127;4114;4128;4122;0;0;9263;8582;4,09278E+13;-45603676;6;P-GPS;
44600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35612E+14;-5,62177E+14;-45603676;;;4,09278E+13;21981628;288341566;1,63454E+11;1,6433E+11;29;5;16434;9,70302E+13;10498688;335093612;1,63454E+11;28185444;-6039738;894776;3481;-212;36;0;0;868;1024;1684;1225;-24;0;100;30;3419;-99;0;95;4113;4096;4115;4116;0;0;8576;8582;4,09278E+13;-45603676;6;P-GPS;
44800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35612E+14;-5,62178E+12;-4593176;;;4,05997E+13;21981628;292144364;1,64311E+11;1,65188E+11;29;5;16434;9,70302E+13;10498688;335093612;1,64311E+11;28632832;-5816044;671082;3482;-206;38;0;0;885;1024;1684;1228;-21;0;100;31;3419;-99;0;95;4113;4096;4115;4116;0;0;8576;8582;4,05997E+13;-4593176;6;P-GPS;
45000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35612E+14;-5,62179E+14;-46259844;;;4,02716E+13;21981628;296618244;16517717064;1,66054E+11;29;5;16434;9,70302E+13;10498688;335093612;16517717064;2908022;-5816044;671082;3481;-206;43;0;0;888;1024;1684;1229;-21;0;100;31;3419;-99;0;95;4113;4096;4115;4116;0;0;8576;8582;4,02716E+13;-46259844;6;P-GPS;
45200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35613E+14;-5,62179E+14;-46259844;;;4,02716E+13;21981628;300421042;1,66053E+11;1,66931E+11;29;5;16434;9,70302E+13;10498688;335093612;1,66053E+11;29527608;-559235;447388;3482;-197;43;0;0;897;1024;1684;1238;-19;0;100;32;3419;-102;0;95;4113;4096;4115;4116;0;0;8576;8582;4,02716E+13;-46259844;6;P-GPS;
45400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35613E+14;-5,6218E+14;-46259844;;;4,02716E+13;21981628;302210594;1,66933E+11;1,67811E+11;29;5;16434;9,70302E+13;10498688;335093612;1,66933E+11;29751302;-5368656;223694;3482;-199;41;0;0;925;1024;1684;1292;-15;0;100;41;3419;-13;0;95;4113;4096;4115;4116;0;0;8576;8582;4,02716E+13;-46259844;6;P-GPS;
45600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35613E+14;-5,6218E+14;-46587928;;;3,99436E+13;21981628;302210594;1,6782E+11;1,68698E+11;29;5;16415;9,70302E+13;10498688;335093612;1,6782E+11;29751302;-5368656;223694;3482;-203;45;0;0;1003;1024;1684;1291;-3;0;100;40;3419;-147;0;95;4113;4094;4109;411;0;0;9173;86;3,99436E+13;-46587928;6;P-GPS;
45800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35613E+14;-5,62181E+14;-46587928;;;3,99436E+13;21981628;30422384;16870735448;1,69586E+11;29;5;16415;9,70302E+13;10498688;335093612;16870735448;29974996;-5144962;223694;348;-211;62;0;0;1024;1024;1684;1371;0;0;100;53;3419;-149;0;95;4113;4094;4109;411;0;0;9173;86;3,99436E+13;-46587928;6;P-GPS;
46000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35614E+14;-5,62182E+14;-46587928;;;3,99436E+13;21981628;306013392;1,69605E+11;1,70483E+11;29;5;16415;9,70302E+13;10498688;335093612;1,69605E+11;3019869;-4921268;0;3479;-211;69;0;0;1024;1024;1684;1419;0;0;100;60;3419;-149;0;95;4113;4094;4109;411;0;0;9173;86;3,99436E+13;-46587928;6;P-GPS;
46200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35614E+14;-5,62182E+14;-46587928;;;3,99436E+13;21981628;30981619;1,70504E+11;1,71382E+11;29;5;16415;9,70302E+13;10498688;335093612;1,70504E+11;30646078;-447388;0;3477;-211;87;0;0;1024;1024;1684;1462;0;0;100;66;3419;-149;0;95;4113;4094;4109;411;0;0;9173;86;3,99436E+13;-46587928;6;P-GPS;
46400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35614E+14;-5,62183E+14;-46587928;;;3,99436E+13;21981628;311382048;1,71414E+11;1,72292E+11;29;5;16415;9,70302E+13;10498688;335093612;1,71414E+11;30869772;-4026492;0;3474;-204;104;0;0;1024;1024;1684;1541;0;0;100;78;3419;-149;0;95;4113;4094;4109;411;0;0;9173;86;3,99436E+13;-46587928;6;P-GPS;
46600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35614E+13;-5,62183E+14;-46587928;;;3,99436E+13;21981628;310487272;1,72324E+11;1,73203E+11;29;5;16402;9,70302E+13;10498688;335093612;1,72324E+11;30869772;-335541;0;3469;-198;135;0;0;1024;1024;1684;1565;0;0;100;82;3419;-149;0;95;4105;409;4106;4107;0;0;9285;86;3,99436E+13;-46587928;6;P-GPS;
46800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35614E+14;-5,62183E+14;-46259844;;;4,02716E+13;21981628;311829436;1,73239E+11;1,7412E+11;29;5;16402;9,70302E+13;10498688;335093612;1,73239E+11;31093466;-2460634;0;3471;-181;158;0;0;1024;1024;1684;1505;0;0;100;73;3419;-149;0;95;4105;409;4106;4107;0;0;9285;86;4,02716E+13;-46259844;6;P-GPS;
47000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35615E+14;-5,62183E+14;-46587928;;;3,99436E+13;21981628;311158354;1,74145E+11;1,75032E+11;29;5;16402;9,70302E+13;10498688;335093612;1,74145E+11;31093466;-1342164;0;3469;-172;17;0;0;1024;1024;1684;1422;0;0;100;60;3419;-149;0;95;4105;409;4106;4107;0;0;9285;86;3,99436E+13;-46587928;6;P-GPS;
47200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35615E+14;-5,62183E+14;-46587928;;;3,99436E+13;21981628;31093466;1,7505E+11;17594488752;29;5;16402;9,70302E+13;10498688;335093612;1,7505E+11;31093466;-447388;0;347;-184;148;0;0;1024;1024;1684;1411;0;0;100;59;3419;-149;0;95;4105;409;4106;4107;0;0;9285;86;3,99436E+13;-46587928;6;P-GPS;
47400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35615E+14;-5,62183E+13;-46587928;;;3,99436E+13;21981628;31093466;1,75947E+11;1768536802;29;5;16402;9,70302E+13;10498688;335093612;1,75947E+11;31093466;0;0;3475;-203;116;0;0;1024;1024;1684;1261;0;0;100;36;3419;-149;0;95;4105;409;4106;4107;0;0;9285;86;3,99436E+13;-46587928;6;P-GPS;
47600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35615E+14;-5,62183E+14;-46587928;;;3,99436E+13;21981628;3131716;1,76851E+11;1,77771E+11;29;5;16417;9,70302E+13;10498688;335093612;1,76851E+11;3131716;223694;0;3474;-214;97;0;0;1024;1024;1684;1097;0;0;100;11;3419;-149;0;95;4105;4088;4104;4105;0;0;9222;86;3,99436E+13;-46587928;6;P-GPS;
47800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35616E+14;-5,62183E+12;-46587928;;;3,99436E+13;21981628;31540854;1,77751E+11;1,78687E+11;29;5;16417;9,70302E+13;10498688;335093612;1,77751E+11;31540854;447388;0;3481;-224;56;0;0;1024;1024;1684;1024;0;0;100;0;3419;-149;0;95;4105;4088;4104;4105;0;0;9222;86;3,99436E+13;-46587928;6;P-GPS;
48000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35616E+14;-5,62183E+14;-46587928;;;3,99436E+13;21981628;31764548;1,78661E+11;1,7961E+11;29;5;16417;9,70302E+13;10498688;335093612;1,78661E+11;31764548;223694;0;3488;-22;9;0;0;1024;1024;1684;1024;0;0;100;0;3419;-149;0;95;4105;4088;4104;4105;0;0;9222;86;3,99436E+13;-46587928;6;P-GPS;
48200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35616E+14;-5,62183E+14;-46587928;;;3,99436E+13;21981628;31764548;17956693488;1,80528E+11;29;5;16417;9,70302E+13;10498688;335093612;17956693488;31764548;0;0;349;-225;-7;0;0;1024;1024;1684;1024;0;0;100;0;3419;-149;0;95;4105;4088;4104;4105;0;0;9222;86;3,99436E+13;-46587928;6;P-GPS;
48400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35617E+14;-5,62183E+14;-46587928;;;3,99436E+13;21981628;31764548;1804954126;1,81466E+11;29;5;16417;9,70302E+13;10498688;335093612;1804954126;31764548;-671082;0;3488;-223;-3;0;0;1024;1024;1684;1024;0;0;100;0;3419;-149;0;95;4105;4088;4104;4105;0;0;9222;86;3,99436E+13;-46587928;6;P-GPS;
48600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35617E+14;-5,62183E+14;-46587928;;;3,99436E+13;21981628;320106114;1,81427E+11;18240322106;29;5;16388;9,70302E+13;10498688;335093612;1,81427E+11;31988242;-111847;0;3488;-221;0;0;0;1024;1024;1684;1024;0;0;100;0;3419;-149;0;94;4104;4085;4101;4101;0;0;976;86;3,99436E+13;-46587928;6;P-GPS;
48800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35617E+14;-5,62184E+14;-46587928;;;3,99436E+13;21981628;320106114;1,82361E+11;1,83344E+11;29;5;16388;9,70302E+13;10498688;335093612;1,82361E+11;31988242;-1342164;0;3486;-227;6;0;0;1024;1024;1684;1024;0;0;100;0;3419;-149;0;94;4104;4085;4101;4101;0;0;976;86;3,99436E+13;-46587928;6;P-GPS;
49000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35617E+14;-5,62184E+14;-46587928;;;3,99436E+13;21981628;320329808;1,83297E+11;18428314238;29;5;16388;9,70302E+13;10498688;335093612;1,83297E+11;31988242;-1789552;0;3485;-226;8;0;0;1024;1024;1684;1024;0;0;100;0;3419;-149;0;94;4104;4085;4101;4101;0;0;976;86;3,99436E+13;-46587928;6;P-GPS;
49200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35618E+14;-5,62184E+14;-46587928;;;3,99436E+13;21981628;322790442;1,8424E+11;18522966472;29;5;16388;9,70302E+13;10498688;335093612;1,8424E+11;32211936;-2013246;0;3487;-221;5;0;0;1024;1024;1684;1024;0;0;100;0;3419;-149;0;94;4104;4085;4101;4101;0;0;976;86;3,99436E+13;-46587928;6;P-GPS;
49400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35618E+14;-5,62184E+13;-46587928;;;3,99436E+13;21981628;322790442;1,85183E+11;1,86175E+11;29;5;16388;9,70302E+13;10498688;335093612;1,85183E+11;32211936;-223694;0;3486;-217;3;0;0;1024;1024;1684;1001;0;0;100;-3;3419;-149;0;94;4104;4085;4101;4101;0;0;976;86;3,99436E+13;-46587928;6;P-GPS;
49600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35618E+13;-5,62185E+14;-46587928;;;3,99436E+13;21981628;32323783;1,86131E+11;1,87126E+11;29;5;16363;9,70302E+13;10498688;335093612;1,86131E+11;32211936;-2684328;0;3487;-223;6;0;0;1024;1024;1684;947;0;0;100;-12;3419;-149;0;94;409;4072;4088;4091;0;0;10045;86;3,99436E+13;-46587928;6;P-GPS;
49800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35618E+14;-5,62185E+14;-46587928;;;3,99436E+13;21981628;323461524;1,87081E+11;1,88078E+11;29;5;16363;9,70302E+13;10498688;335093612;1,87081E+11;32211936;-2908022;0;3486;-222;4;0;0;1005;1024;1684;919;-3;0;100;-16;3419;-149;0;94;409;4072;4088;4091;0;0;10045;86;3,99436E+13;-46587928;6;P-GPS;
50000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35619E+14;-5,62185E+14;-46587928;;;3,99436E+13;21981628;325922158;1,88032E+11;1,8903E+11;29;5;16363;9,70302E+13;10498688;335093612;1,88032E+11;3243563;-3131716;0;3488;-217;0;0;0;897;1024;1684;831;-19;0;100;-29;3419;-149;0;94;409;4072;4088;4091;0;0;10045;86;3,99436E+13;-46587928;6;P-GPS;
50200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35619E+14;-5,62186E+14;-46587928;;;3,99436E+13;21981628;326145852;1,88977E+11;1,89975E+11;29;5;16363;9,70302E+13;10498688;335093612;1,88977E+11;3243563;-335541;0;3489;-219;-6;0;0;1024;1024;1684;834;0;0;100;-29;3419;-149;0;94;409;4072;4088;4091;0;0;10045;86;3,99436E+13;-46587928;6;P-GPS;
50400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35619E+14;-5,62186E+14;-46587928;;;3,99436E+13;21981628;32659324;1,89938E+11;1,90937E+11;29;5;16363;9,70302E+13;10498688;335093612;1,89938E+11;3243563;-3802798;223694;349;-22;-14;0;0;1024;1024;1684;831;0;0;100;-29;3419;-149;0;94;409;4072;4088;4091;0;0;10045;86;3,99436E+13;-46587928;6;P-GPS;
50600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35619E+13;-5,62187E+14;-46916012;;;3,96155E+13;21981628;327040628;1,90906E+11;1,91905E+11;29;5;16355;9,70302E+13;10498688;335093612;1,90906E+11;3243563;-4250186;0;349;-217;-14;0;0;1024;1024;1684;771;0;0;100;-38;3419;-149;0;94;4103;4085;41;4099;0;0;10412;8618;3,96155E+13;-46916012;6;P-GPS;
50800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3562E+14;-5,62187E+14;-46916012;;;3,96155E+13;21981628;327488016;1,9187E+11;1,9287E+11;29;5;16355;9,70302E+13;10498688;335093612;1,9187E+11;3243563;-447388;0;349;-216;-14;0;0;1024;1024;1684;773;0;0;100;-38;3419;-149;0;94;4103;4085;41;4099;0;0;10412;8618;3,96155E+13;-46916012;6;P-GPS;
51000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3562E+14;-5,62188E+14;-46916012;;;3,96155E+13;21981628;328159098;1,92836E+11;19383530804;29;5;16355;9,70302E+13;10498688;335093612;1,92836E+11;3243563;-4921268;0;3493;-212;-29;0;0;1024;1024;1684;771;0;0;100;-38;3419;-149;0;94;4103;4085;41;4099;0;0;10412;8618;3,96155E+13;-46916012;6;P-GPS;
51200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3562E+14;-5,62188E+14;-46916012;;;3,96155E+13;21981628;32883018;19380414006;1,94803E+11;29;5;16355;9,70302E+13;10498688;335093612;19380414006;3243563;-5368656;0;3494;-204;-37;0;0;1024;1024;1684;776;0;0;100;-38;3419;-15;0;94;4103;4085;41;4099;0;0;10412;8618;3,96155E+13;-46916012;6;P-GPS;
