time(millisecond);Columna1;datetime(utc);latitude;longitude;height_above_takeoff(feet);height_above_ground_at_drone_location(feet);ground_elevation_at_drone_location(feet);altitude_above_seaLevel(feet);height_sonar(feet);speed(mph);distance(feet);mileage(feet);satellites;gpslevel;voltage(v);max_altitude(feet);max_ascent(feet);max_speed(mph);max_distance(feet); xSpeed(mph); ySpeed(mph); zSpeed(mph); compass_heading(degrees); pitch(degrees); roll(degrees);isPhoto;isVideo;rc_elevator;rc_aileron;rc_throttle;rc_rudder;rc_elevator(percent);rc_aileron(percent);rc_throttle(percent);rc_rudder(percent);gimbal_heading(degrees);gimbal_pitch(degrees);gimbal_roll(degrees);battery_percent;voltageCell1;voltageCell2;voltageCell3;voltageCell4;voltageCell5;voltageCell6;current(A);battery_temperature(f);altitude(feet);ascent(feet);flycStateRaw;flycState;message
0;###############################################################################################################################################################################################################################################################;30/07/2025 9:05;4,35568E+14;-5,62079E+14;0;Available with any HD 360 subscription;Available with any HD 360 subscription;8,65315E+13;0;0;0;0;27;5;0;8,65315E+13;0;0;0;0;0;0;3402;1;17;0;0;1024;1024;1024;1024;0;0;0;0;3401;0;0;97;422;4204;4219;4219;0;0;0;8276;8,65315E+13;0;41;Motors_Started;Setting new Return-To-Home altitude to 25m (82 ft). Data Recorder File Index is 191. Setting new Maximum Flight Altitude to 45m (148 ft)
200;###############################################################################################################################################################################################################################################################;30/07/2025 9:05;4,35568E+14;-5,62079E+14;0;;;8,65315E+13;0;0;2353100469;2353100469;27;5;0;8,65315E+13;0;0;2353100469;0;0;0;3402;1;17;0;0;1024;1024;1024;1024;0;0;0;0;3401;0;0;97;422;4204;4219;4219;0;0;0;8276;8,65315E+13;0;41;Motors_Started;
400;###############################################################################################################################################################################################################################################################;30/07/2025 9:05;4,35568E+13;-5,62079E+14;0;;;8,65315E+13;0;0;35027232092;35105316084;27;5;0;8,65315E+13;0;0;35027232092;0;0;0;3402;0;17;0;0;1024;1024;1024;1024;0;0;0;0;3401;0;0;97;422;4204;4219;4219;0;0;0;8276;8,65315E+13;0;41;Motors_Started;
600;###############################################################################################################################################################################################################################################################;30/07/2025 9:05;4,35568E+14;-5,62079E+14;0;;;8,65315E+13;0;0;37457022196;3870406948;27;5;0;8,65315E+13;0;0;37457022196;0;0;0;3401;0;17;0;0;1024;1024;1024;1024;0;0;0;0;3401;0;0;97;422;4204;4219;4219;0;0;0;8276;8,65315E+13;0;41;Motors_Started;
800;###############################################################################################################################################################################################################################################################;30/07/2025 9:05;4,35568E+14;-5,62079E+14;0;;;8,65315E+13;0;0;35530184864;42059384548;27;5;0;8,65315E+13;0;0;37457022196;0;0;0;3399;1;17;0;0;1024;1024;1024;1024;0;0;0;0;3401;0;0;97;422;4204;4219;4219;0;0;0;8276;8,65315E+13;0;41;Motors_Started;
1000;###############################################################################################################################################################################################################################################################;30/07/2025 9:05;4,35568E+14;-5,62079E+14;0;;;8,65315E+13;0;0;2984252064;50106300816;27;5;16874;8,65315E+13;0;0;37457022196;0;0;0;3399;1;17;0;0;1024;1024;1024;1024;0;0;0;0;3401;0;0;97;422;4204;4219;4219;0;0;3341;8276;8,65315E+13;0;41;Motors_Started;
1200;###############################################################################################################################################################################################################################################################;30/07/2025 9:05;4,35568E+14;-5,62079E+14;0;;;8,65315E+13;0;0;3,23002E+11;54698492564;27;5;16874;8,65315E+13;0;0;37457022196;0;0;0;340;1;17;0;0;1024;1024;1024;1024;0;0;0;0;3401;0;0;97;422;4204;4219;4219;0;0;3341;8276;8,65315E+13;0;41;Motors_Started;
1400;###############################################################################################################################################################################################################################################################;30/07/2025 9:05;4,35568E+14;-5,62079E+14;0;;;8,65315E+13;0;0;2,43534E+11;627788734;27;5;16874;8,65315E+13;0;0;37457022196;0;0;0;340;1;17;0;0;1074;1024;1024;1024;8;0;0;0;3401;0;0;97;422;4204;4219;4219;0;0;3341;8276;8,65315E+13;0;41;Motors_Started;
1600;###############################################################################################################################################################################################################################################################;30/07/2025 9:05;4,35568E+14;-5,62079E+14;0;;;8,65315E+13;0;0;22579889174;64687994196;27;5;16874;8,65315E+13;0;0;37457022196;0;0;0;3399;1;17;0;0;1162;1024;1024;1024;21;0;0;0;3401;0;0;97;422;4204;4219;4219;0;0;3341;8276;8,65315E+13;0;10;Assisted_Takeoff;
1800;###############################################################################################################################################################################################################################################################;30/07/2025 9:05;4,35568E+14;-5,62079E+14;0;;;8,65315E+13;0;0;1,66129E+11;70664700424;27;5;16874;8,65315E+13;0;0;37457022196;0;0;0;3399;0;17;0;0;1222;1024;1024;1024;30;0;0;0;3401;0;0;97;422;4204;4219;4219;0;0;3341;8276;8,65315E+13;0;10;Assisted_Takeoff;
2000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;0;;;8,65315E+13;0;0;1,35824E+11;73699805508;27;5;1696;8,65315E+13;0;0;37457022196;0;0;0;3399;0;18;0;0;1270;1024;1024;1024;37;0;0;0;3401;0;0;97;4246;4228;4242;4241;0;0;3654;8276;8,65315E+13;0;10;Assisted_Takeoff;
2200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+13;0;;;8,65315E+13;0;0;1,89559E+11;79665684964;26;5;1696;8,65315E+13;0;0;37457022196;0;0;0;3398;-2;19;0;0;1298;1024;1024;1024;42;0;0;0;3401;0;0;97;4246;4228;4242;4241;0;0;3654;8276;8,65315E+13;0;10;Assisted_Takeoff;
2400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;0;;;8,65315E+13;0;0;42405185084;1,03426E+11;27;5;1696;8,65315E+13;0;0;42405185084;0;0;0;3392;-46;7;0;0;1356;1024;1024;1024;50;0;0;0;340;0;0;97;4246;4228;4242;4241;0;0;3654;8276;8,65315E+13;0;10;Assisted_Takeoff;
2600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+13;-5,62079E+14;0;;;8,65315E+13;328084;447388;1,60846E+11;2,22027E+11;27;5;1696;8,65315E+13;0;447388;1,60846E+11;447388;0;-894776;3392;-24;-1;0;0;1385;1024;1024;1024;55;0;0;0;340;0;0;97;4246;4228;4242;4241;0;0;3654;8276;8,65315E+13;0;6;P-GPS;
2800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;328084;;;8,68596E+13;328084;447388;36117455224;42296261196;27;5;1696;8,68596E+13;328084;447388;36117455224;447388;0;-1789552;3397;53;-12;0;0;1386;1024;1024;1024;55;0;0;0;340;0;0;97;4246;4228;4242;4241;0;0;3654;8276;8,68596E+13;328084;6;P-GPS;
3000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;1312336;;;8,78438E+13;1312336;0;45881891232;5211942424;27;5;1696;8,78438E+13;1312336;447388;45881891232;0;0;-3131716;3397;43;-8;0;0;1390;1024;1024;1024;55;0;0;0;340;0;0;97;4246;4228;4242;4241;0;0;3654;8276;8,78438E+13;1312336;6;P-GPS;
3200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;2296588;;;8,88281E+13;2624672;0;44825132668;53862862616;27;5;16738;8,88281E+13;2296588;447388;45881891232;0;0;-4026492;3398;19;2;0;0;1412;1024;1024;1024;59;0;0;0;340;0;0;97;4163;4144;4155;4152;0;0;5699;8258;8,88281E+13;2296588;6;P-GPS;
3400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;3608924;;;9,01404E+13;3937008;0;42010171948;57494424412;27;5;16738;9,01404E+13;3608924;447388;45881891232;0;0;-4026492;340;9;22;0;0;1428;1024;1024;1024;61;0;0;0;340;0;0;97;4163;4144;4155;4152;0;0;5699;8258;9,01404E+13;3608924;6;P-GPS;
3600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;492126;;;9,14527E+13;5249344;0;35123688788;65124017832;27;5;16738;9,14527E+13;492126;447388;45881891232;0;0;-447388;3401;-4;11;0;0;1428;1024;1024;1024;61;0;0;0;340;0;0;97;4163;4144;4155;4152;0;0;5699;8258;9,14527E+13;492126;6;P-GPS;
3800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;656168;;;9,30932E+13;656168;0;2,96766E+11;72888453776;27;5;16738;9,30932E+13;656168;447388;45881891232;0;0;-4697574;3401;-1;0;0;0;1219;1024;1295;1024;30;0;41;0;340;0;0;97;4163;4144;4155;4152;0;0;5699;8258;9,30932E+13;656168;6;P-GPS;
4000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;82021;;;9,47336E+13;7874016;0;28561844746;7850722036;27;5;16738;9,47336E+13;82021;447388;45881891232;0;0;-4921268;3401;-1;-9;0;0;1024;1024;1684;1106;0;0;100;12;340;0;0;97;4163;4144;4155;4152;0;0;5699;8258;9,47336E+13;82021;6;P-GPS;
4200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;9186352;;;9,57178E+13;9186352;0;2,71195E+11;800360918;27;5;16603;9,57178E+13;9186352;447388;45881891232;0;0;-3802798;3402;-108;-3;0;0;1024;1024;1684;1087;0;0;100;10;340;0;0;97;4153;4136;4152;4155;0;0;10741;8258;9,57178E+13;9186352;6;P-GPS;
4400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;10170604;;;9,67021E+13;984252;7158208;3703576234;91785107924;27;5;16603;9,67021E+13;10170604;7158208;45881891232;671082;-223694;-1565858;3401;-277;2;0;0;1024;1024;1684;1086;0;0;100;9;340;0;0;97;4153;4136;4152;4155;0;0;10741;8258;9,67021E+13;10170604;6;P-GPS;
4600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;10498688;;;9,70302E+13;984252;2125093;80471459268;1,37649E+11;27;5;16603;9,70302E+13;10498688;2125093;80471459268;2013246;-671082;0;3399;-29;4;0;0;1024;1024;1684;1084;0;0;100;9;340;0;0;97;4153;4136;4152;4155;0;0;10741;8258;9,70302E+13;10498688;6;P-GPS;
4800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;10498688;;;9,70302E+13;8858268;4250186;17994259106;2,37908E+11;27;5;16603;9,70302E+13;10498688;4250186;17994259106;4026492;-1342164;0;3405;-289;5;0;0;1024;1024;1684;1084;0;0;100;9;340;0;0;97;4153;4136;4152;4155;0;0;10741;8258;9,70302E+13;10498688;6;P-GPS;
5000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;10170604;;;9,67021E+13;9186352;6375279;34889436812;40689961932;27;5;16603;9,70302E+13;10498688;6375279;34889436812;6039738;-2013246;0;3413;-293;4;0;0;1024;1024;1684;1084;0;0;100;9;340;0;0;97;4153;4136;4152;4155;0;0;10741;8258;9,67021E+13;10170604;6;P-GPS;
5200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;984252;;;9,6374E+13;9514436;83661556;57950789256;63752626712;27;5;16777;9,70302E+13;10498688;83661556;57950789256;8052984;-223694;0;3435;-296;0;0;0;1024;1024;1684;1083;0;0;100;9;340;0;0;97;4161;4142;4157;4158;0;0;7092;8276;9,6374E+13;984252;6;P-GPS;
5400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62079E+14;984252;;;9,6374E+13;9514436;103570322;88711288928;94649281244;27;5;16777;9,70302E+13;10498688;103570322;88711288928;1006623;-2460634;0;3451;-294;0;0;0;1024;1024;1684;1077;0;0;100;8;340;0;0;97;4161;4142;4157;4158;0;0;7092;8276;9,6374E+13;984252;6;P-GPS;
5600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,6208E+13;984252;;;9,6374E+13;984252;122136924;12446194624;13040354748;27;5;16777;9,70302E+13;10498688;122136924;12446194624;11855782;-2908022;0;3457;-294;2;0;0;1024;1024;1684;1066;0;0;100;6;340;0;0;97;4161;4142;4157;4158;0;0;7092;8276;9,6374E+13;984252;6;P-GPS;
5800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+13;-5,6208E+13;984252;;;9,6374E+13;10170604;140479832;1,68053E+11;1,74042E+11;27;5;16777;9,70302E+13;10498688;140479832;1,68053E+11;13645334;-335541;0;3459;-291;26;0;0;1024;1024;1684;1064;0;0;100;6;340;0;0;97;4161;4142;4157;4158;0;0;7092;8276;9,6374E+13;984252;6;P-GPS;
6000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,6208E+14;984252;;;9,6374E+13;10170604;156362106;2,12959E+11;21895177866;27;5;16777;9,70302E+13;10498688;156362106;2,12959E+11;15211192;-3579104;0;346;-278;26;0;0;1024;1024;1684;1063;0;0;100;6;340;0;0;97;4161;4142;4157;4158;0;0;7092;8276;9,6374E+13;984252;6;P-GPS;
6200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62081E+14;984252;;;9,6374E+13;9514436;169336358;2,625E+11;2,68509E+11;27;5;16568;9,70302E+13;10498688;169336358;2,625E+11;16553356;-3579104;0;3465;-271;15;0;0;1024;1024;1684;1064;0;0;100;6;340;0;0;97;4155;4139;4158;4162;0;0;9888;8276;9,6374E+13;984252;6;P-GPS;
6400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35568E+14;-5,62081E+13;10170604;;;9,67021E+13;9514436;182981692;3,13082E+11;31909777924;27;5;16568;9,70302E+13;10498688;182981692;3,13082E+11;1789552;-3802798;0;3466;-262;12;0;0;1024;1024;1684;1070;0;0;100;7;340;0;0;97;4155;4139;4158;4162;0;0;9888;8276;9,67021E+13;10170604;6;P-GPS;
6600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35569E+14;-5,62081E+14;10170604;;;9,67021E+13;10170604;194837474;37210631112;37814305672;27;5;16568;9,70302E+13;10498688;194837474;37210631112;1901399;-4250186;0;3467;-258;11;0;0;1024;1024;1684;1070;0;0;100;7;340;0;0;97;4155;4139;4158;4162;0;0;9888;8276;9,67021E+13;10170604;6;P-GPS;
6800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35569E+14;-5,62082E+11;10170604;;;9,67021E+13;14107612;206245868;43356956768;43960631328;27;5;16568;9,70302E+13;10498688;206245868;43356956768;2013246;-447388;0;3468;-25;1;0;0;1024;1024;1684;1076;0;0;100;8;340;0;0;97;4155;4139;4158;4162;0;0;9888;8276;9,67021E+13;10170604;6;P-GPS;
7000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35569E+14;-5,62082E+14;10170604;;;9,67021E+13;14435696;215417322;49803479284;50407153844;27;5;16568;9,70302E+13;10498688;215417322;49803479284;21027236;-4697574;0;3467;-243;11;0;0;1024;1024;1684;1069;0;0;100;7;340;0;0;97;4155;4139;4158;4162;0;0;9888;8276;9,67021E+13;10170604;6;P-GPS;
7200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35569E+14;-5,62083E+14;10170604;;;9,67021E+13;21981628;224588776;56436681596;5704068424;27;5;16596;9,70302E+13;10498688;224588776;56436681596;21922012;-4921268;0;3467;-241;14;0;0;1024;1024;1684;1047;0;0;100;3;340;0;0;97;4157;4138;4154;4155;0;0;9184;8276;9,67021E+13;10170604;6;P-GPS;
7400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35569E+14;-5,62084E+14;10170604;;;9,67021E+13;21981628;233312842;63247705436;63851379996;27;5;16596;9,70302E+13;10498688;233312842;63247705436;22816788;-4921268;0;3468;-236;12;0;0;1024;1024;1684;1056;0;0;100;5;340;0;0;97;4157;4138;4154;4155;0;0;9184;8276;9,67021E+13;10170604;6;P-GPS;
7600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3557E+14;-5,62084E+14;10170604;;;9,67021E+13;21981628;238681498;70299871016;7090387366;27;5;16596;9,70302E+13;10498688;238681498;70299871016;23264176;-5368656;0;3464;-251;27;0;0;1024;1024;1684;1135;0;0;100;17;340;0;0;97;4157;4138;4154;4155;0;0;9184;8276;9,67021E+13;10170604;6;P-GPS;
7800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3557E+14;-5,62085E+14;10170604;;;9,67021E+13;21981628;245839706;77465225576;78069556304;27;5;16596;9,70302E+13;10498688;245839706;77465225576;23935258;-559235;0;3462;-251;33;0;0;1024;1024;1684;1314;0;0;100;44;340;0;0;97;4157;4138;4154;4155;0;0;9184;8276;9,67021E+13;10170604;6;P-GPS;
8000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3557E+14;-5,62085E+14;10170604;;;9,67021E+13;21981628;254563772;8491470088;85519031608;27;5;16596;9,70302E+13;10498688;254563772;8491470088;24830034;-559235;0;3461;-247;43;0;0;1024;1024;1684;1365;0;0;100;52;340;0;0;97;4157;4138;4154;4155;0;0;9184;8276;9,67021E+13;10170604;6;P-GPS;
8200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3557E+14;-5,62086E+14;10170604;;;9,67021E+13;21981628;261050898;92740816616;93345147344;27;5;16597;9,70302E+13;10498688;261050898;92740816616;25501116;-559235;0;3456;-234;72;0;0;1024;1024;1684;1354;0;0;100;50;340;0;0;97;4147;4126;4143;4144;0;0;9094;8294;9,67021E+13;10170604;6;P-GPS;
8400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,3557E+14;-5,62086E+14;10170604;;;9,67021E+13;21981628;266643248;98787404736;99393375884;27;5;16597;9,70302E+13;10498688;266643248;98787404736;26172198;-5144962;0;3455;-221;93;0;0;1024;1024;1684;1289;0;0;100;40;340;0;0;97;4147;4126;4143;4144;0;0;9094;8294;9,67021E+13;10170604;6;P-GPS;
8600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35571E+14;-5,62087E+14;10170604;;;9,67021E+13;21981628;272459292;1,07457E+11;10806758876;27;5;16597;9,70302E+13;10498688;272459292;1,07457E+11;2684328;-4697574;0;3458;-212;83;0;0;1024;1024;1684;1367;0;0;100;52;340;0;0;97;4147;4126;4143;4144;0;0;9094;8294;9,67021E+13;10170604;6;P-GPS;
8800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35571E+14;-5,62087E+14;10170604;;;9,67021E+13;21981628;278722724;1,16274E+11;11689304836;27;5;16597;9,70302E+13;10498688;278722724;1,16274E+11;27514362;-447388;0;3462;-202;68;0;0;1024;1080;1684;1326;0;8;100;46;340;0;0;97;4147;4126;4143;4144;0;0;9094;8294;9,67021E+13;10170604;6;P-GPS;
9000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35571E+14;-5,62088E+14;10170604;;;9,67021E+13;21981628;282525522;1,25377E+11;1,26009E+11;27;5;16597;9,70302E+13;10498688;282525522;1,25377E+11;2796175;-4026492;0;3462;-197;71;0;0;1024;1210;1684;1318;0;28;100;45;3401;0;0;97;4147;4126;4143;4144;0;0;9094;8294;9,67021E+13;10170604;6;P-GPS;
9200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35571E+14;-5,62088E+14;10170604;;;9,67021E+13;21981628;284315074;1,32004E+11;1,32652E+11;27;5;1658;9,70302E+13;10498688;284315074;1,32004E+11;28185444;-3802798;0;3464;-178;62;0;0;1024;1241;1684;1317;0;33;100;44;3404;0;0;97;4154;4134;415;4149;0;0;9492;8294;9,67021E+13;10170604;6;P-GPS;
9400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35571E+14;-5,62089E+14;984252;;;9,6374E+13;21981628;28632832;1,41322E+11;14198983394;27;5;1658;9,70302E+13;10498688;28632832;1,41322E+11;28409138;-3579104;0;3465;-159;94;0;0;1024;1227;1684;1339;0;31;100;48;3412;0;0;97;4154;4134;415;4149;0;0;9492;8294;9,6374E+13;984252;6;P-GPS;
9600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35572E+13;-5,62089E+14;984252;;;9,6374E+13;21981628;285657238;1,50396E+11;1,51089E+11;27;5;1658;9,70302E+13;10498688;28632832;1,50396E+11;28409138;-2908022;0;3472;-156;98;0;0;1024;1231;1684;1355;0;31;100;50;3419;0;0;97;4154;4134;415;4149;0;0;9492;8294;9,6374E+13;984252;6;P-GPS;
9800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35572E+14;-5,62089E+14;984252;;;9,6374E+13;21981628;28520985;1,59454E+11;16018209174;27;5;1658;9,70302E+13;10498688;28632832;1,59454E+11;28409138;-2460634;0;3478;-154;106;0;0;1024;1207;1684;1334;0;28;100;47;3427;0;0;97;4154;4134;415;4149;0;0;9492;8294;9,6374E+13;984252;6;P-GPS;
10000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35572E+14;-5,6209E+14;984252;;;9,6374E+13;21981628;284762462;1,68056E+11;16882874556;27;5;1658;9,70302E+13;10498688;28632832;1,68056E+11;28409138;-1789552;0;3486;-154;105;0;0;1024;1024;1684;1191;0;0;100;25;3432;0;0;97;4154;4134;415;4149;0;0;9492;8294;9,6374E+13;984252;6;P-GPS;
10200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35572E+13;-5,6209E+14;984252;;;9,6374E+13;21981628;284315074;17633366706;1,77168E+11;27;5;16599;9,70302E+13;10498688;28632832;17633366706;28409138;-1342164;0;3496;-176;71;0;0;1024;916;1684;1087;0;-16;100;10;3433;0;0;97;4157;4139;4154;4157;0;0;8903;8312;9,6374E+13;984252;6;P-GPS;
10400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35573E+14;-5,6209E+14;984252;;;9,6374E+13;21981628;286552014;1,84668E+11;1,85565E+11;27;5;16599;9,70302E+13;10498688;286552014;1,84668E+11;28632832;-111847;0;3496;-201;46;0;0;1024;773;1684;1080;0;-38;100;8;3432;0;0;97;4157;4139;4154;4157;0;0;8903;8312;9,6374E+13;984252;6;P-GPS;
10600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35573E+14;-5,6209E+14;984252;;;9,6374E+13;21981628;288788954;1,92937E+11;1,93894E+11;27;5;16599;9,70302E+13;10498688;288788954;1,92937E+11;28856526;-1342164;0;351;-186;-39;0;0;1024;1024;1684;1082;0;0;100;9;3423;0;0;97;4157;4139;4154;4157;0;0;8903;8312;9,6374E+13;984252;6;P-GPS;
10800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35573E+14;-5,6209E+14;984252;;;9,6374E+13;21981628;287223096;2,01434E+11;2,02428E+11;27;5;16599;9,70302E+13;10498688;288788954;2,01434E+11;28632832;-223694;0;3495;-177;-4;0;0;1024;1024;1684;1088;0;0;100;10;3419;0;0;97;4157;4139;4154;4157;0;0;8903;8312;9,6374E+13;984252;6;P-GPS;
11000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35573E+14;-5,62091E+14;984252;;;9,6374E+13;21981628;287670484;2096784844;2,1069E+11;27;5;16599;9,70302E+13;10498688;288788954;2096784844;28632832;-2684328;0;3484;-209;3;0;0;1024;1024;1684;1099;0;0;100;11;3419;0;0;97;4157;4139;4154;4157;0;0;8903;8312;9,6374E+13;984252;6;P-GPS;
11200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35574E+14;-5,62091E+14;984252;;;9,6374E+13;21981628;290131118;21807907522;2,19102E+11;27;5;16517;9,70302E+13;10498688;290131118;21807907522;28856526;-2908022;0;3484;-222;17;0;0;1024;1024;1684;1097;0;0;100;11;3419;0;0;97;4151;4127;4144;4142;0;0;9025;8312;9,6374E+13;984252;6;P-GPS;
11400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35574E+14;-5,62091E+14;984252;;;9,6374E+13;21981628;294604998;2,26693E+11;2,2772E+11;27;5;16517;9,70302E+13;10498688;294604998;2,26693E+11;29303914;-3131716;0;3483;-223;2;0;0;1024;1024;1684;1098;0;0;100;11;3419;0;0;97;4151;4127;4144;4142;0;0;9025;8312;9,6374E+13;984252;6;P-GPS;
11600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35574E+14;-5,62092E+14;984252;;;9,6374E+13;21981628;297065632;2,35414E+11;2,36447E+11;27;5;16517;9,70302E+13;10498688;297065632;2,35414E+11;29527608;-335541;0;3484;-222;21;0;0;1024;1024;1684;1096;0;0;100;11;3419;0;0;97;4151;4127;4144;4142;0;0;9025;8312;9,6374E+13;984252;6;P-GPS;
11800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35574E+14;-5,62092E+14;984252;;;9,6374E+13;21981628;301539512;2,44235E+11;24527067714;27;5;16517;9,70302E+13;10498688;301539512;2,44235E+11;29974996;-335541;0;3483;-222;21;0;0;1024;1024;1684;1157;0;0;100;20;3419;0;0;97;4151;4127;4144;4142;0;0;9025;8312;9,6374E+13;984252;6;P-GPS;
12000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35574E+14;-5,62092E+14;984252;;;9,6374E+13;21981628;304000146;2,53103E+11;2,54141E+11;27;5;16517;9,70302E+13;10498688;304000146;2,53103E+11;3019869;-3579104;0;3483;-219;17;0;0;1024;1024;1684;1024;0;0;100;0;3419;0;0;97;4151;4127;4144;4142;0;0;9025;8312;9,6374E+13;984252;6;P-GPS;
12200;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35575E+14;-5,62093E+14;984252;;;9,6374E+13;21981628;306684474;2,61984E+11;2,63023E+11;27;5;165;9,70302E+13;10498688;306684474;2,61984E+11;30422384;-3802798;0;3484;-219;21;0;0;1024;1024;1684;1053;0;0;100;4;3419;0;0;97;4132;4115;4131;4132;0;0;9823;833;9,6374E+13;984252;6;P-GPS;
12400;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35575E+14;-5,62093E+14;10170604;;;9,67021E+13;21981628;308921414;2,71095E+11;27213583548;27;5;165;9,70302E+13;10498688;308921414;2,71095E+11;30646078;-3802798;0;3484;-219;19;0;0;1024;1024;1684;1052;0;0;100;4;3419;0;0;97;4132;4115;4131;4132;0;0;9823;833;9,67021E+13;10170604;6;P-GPS;
12600;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35575E+14;-5,62094E+13;10170604;;;9,67021E+13;21981628;311382048;2,80264E+11;28130578328;27;5;165;9,70302E+13;10498688;311382048;2,80264E+11;30869772;-4026492;0;3484;-218;18;0;0;1024;1024;1684;1035;0;0;100;2;3419;0;0;97;4132;4115;4131;4132;0;0;9823;833;9,67021E+13;10170604;6;P-GPS;
12800;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35575E+14;-5,62094E+14;10170604;;;9,67021E+13;21981628;311605742;28945046858;2,90492E+11;27;5;165;9,70302E+13;10498688;311605742;28945046858;30869772;-4250186;0;3484;-215;18;0;0;1024;1024;1684;1039;0;0;100;2;3419;0;0;97;4132;4115;4131;4132;0;0;9823;833;9,67021E+13;10170604;6;P-GPS;
13000;###############################################################################################################################################################################################################################################################;30/07/2025 9:06;4,35576E+14;-5,62095E+14;10170604;;;9,67021E+13;21981628;314066376;2,98663E+11;2,99704E+11;27;5;165;9,70302E+13;10498688;314066376;2,98663E+11;31093466;-447388;0;3483;-217;22;0;0;1024;1024;1684;1045;0;0;100;3;3419;0;0;97;4132;4115;4131;4132;0;0;9823;833;9,67021E+13;10170604;6;P-GPS;
